Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,Investor Names,CB Rank (Funding Round)
Seed Round - LemonOne,https://www.crunchbase.com/funding_round/lemonone-seed--41661bf4,LemonOne,https://www.crunchbase.com/organization/lemonone,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-03-15,Seed,,,,Yes,Providing companies with visuals that make customers buy,"E-Commerce Platforms, Photography",,https://www.lemonone.com,$10M to $50M,,,,M&A,3,redalpine,1,1,redalpine,"440,903"
Pre Seed Round - LemonOne,https://www.crunchbase.com/funding_round/lemonone-pre-seed--1b9a45a4,LemonOne,https://www.crunchbase.com/organization/lemonone,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2018-03-01,Seed,,,,Yes,Providing companies with visuals that make customers buy,"E-Commerce Platforms, Photography",,https://www.lemonone.com,$10M to $50M,,,,M&A,3,,1,,Louis Pfitzner,"378,985"
Pre Seed Round - Lendis,https://www.crunchbase.com/funding_round/lendis-pre-seed--70bf19ed,Lendis,https://www.crunchbase.com/organization/lendis,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2018-07-01,Seed,,,,Yes,Lendis offers companies a SaaS solution that sets up and manages the employees' equipment and software in the hybrid working world.,"Electronics, Enterprise Software, Information Technology, Mobile, Office Administration, SaaS",,https://www.lendis.io/,$1B to $10B,80000000,EUR,90758000,Early Stage Venture,4,Picus Capital,1,1,Picus Capital,"670,956"
Series D - Lesara,https://www.crunchbase.com/funding_round/lesara-series-d--6a8c856f,Lesara,https://www.crunchbase.com/organization/lesara,Series D,"Berlin, Berlin, Germany, Europe",30000000,EUR,35027987,2018-07-11,Late Stage Venture,,,,Yes,"Lesara offers you the newest trends for fashion, lifestyle and home at the best price.","E-Commerce, Fashion, Retail",,https://www.lesara.com,$50M to $100M,85330000,EUR,100339200,Late Stage Venture,6,,2,1,"Mangrove Capital Partners, Vorwerk Ventures","250,182"
Seed Round - LexaTexer,https://www.crunchbase.com/funding_round/lexatexer-seed--608676ea,LexaTexer,https://www.crunchbase.com/organization/lexatexer,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-03-29,Seed,,,,Yes,LexaTexer is next generation software for predictive analytics.,"Predictive Analytics, SaaS, Software",,http://www.lexatexer.com,Less than $1M,,,,Seed,1,Plug and Play Insurtech,2,,"Data Pitch, Plug and Play Insurtech","225,914"
Pre Seed Round - Lindera GmbH,https://www.crunchbase.com/funding_round/lindera-gmbh-pre-seed--87db88af,Lindera GmbH,https://www.crunchbase.com/organization/lindera-gmbh,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2018-01-01,Seed,,,,Yes,Lindera has developed the 1st quantitative mobility self-test for seniors by analyzing the gait to prevent falls.,Health Care,,http://www.lindera.de,$1M to $10M,6000000,EUR,6725538,Early Stage Venture,3,Rheingau Founders,1,1,Rheingau Founders,"386,732"
Pre Seed Round - Linearity,https://www.crunchbase.com/funding_round/linearityhq-pre-seed--6735201e,Linearity,https://www.crunchbase.com/organization/linearityhq,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2018-03-23,Seed,,,,Yes,Linearity - Ideate. Design. Animate.,"Apps, iOS, Software",,https://linearity.io,Less than $1M,32009927,USD,32009927,Early Stage Venture,5,,,,,"584,974"
Series A - Lingoda,https://www.crunchbase.com/funding_round/lingoda-series-a--55afcf76,Lingoda,https://www.crunchbase.com/organization/lingoda,Series A,"Berlin, Berlin, Germany, Europe",300000,EUR,350054,2018-06-01,Early Stage Venture,,,,Yes,"Lingoda offers online live language classes in English, German, Spanish, French with qualified, native-speaking teachers.","E-Learning, EdTech, Internet, Language Learning, Online Portals",,https://www.lingoda.com/en/,$10M to $50M,69700000,EUR,82921307,Private Equity,9,Grazia Equity,1,,Grazia Equity,"261,125"
Series A - Lingoda,https://www.crunchbase.com/funding_round/lingoda-series-a--10050203,Lingoda,https://www.crunchbase.com/organization/lingoda,Series A,"Berlin, Berlin, Germany, Europe",1800000,EUR,2251948,2018-02-01,Early Stage Venture,,,,Yes,"Lingoda offers online live language classes in English, German, Spanish, French with qualified, native-speaking teachers.","E-Learning, EdTech, Internet, Language Learning, Online Portals",,https://www.lingoda.com/en/,$10M to $50M,69700000,EUR,82921307,Private Equity,9,Grazia Equity,1,,Grazia Equity,"586,962"
Series C - LIQID Investments,https://www.crunchbase.com/funding_round/liqid-investments-series-c--4dd08a7c,LIQID Investments,https://www.crunchbase.com/organization/liqid-investments,Series C,"Berlin, Berlin, Germany, Europe",33000000,EUR,38818962,2018-09-25,Late Stage Venture,,,,Yes,LIQID Investments is a financial company that offers digital wealth management services.,"Financial Services, FinTech, Wealth Management",,https://www.liqid.de,$10M to $50M,164900000,EUR,190526177,Late Stage Venture,6,Toscafund Asset Management,5,4,"Berliner Volksbank Ventures, DvH Ventures, HQ Trust, Project A Ventures, Toscafund Asset Management","60,363"
Pre Seed Round - Lition Energie,https://www.crunchbase.com/funding_round/lition-energie-pre-seed--6231b986,Lition Energie,https://www.crunchbase.com/organization/lition-energie,Pre-Seed,"Berlin, Berlin, Germany, Europe",450000,EUR,513112,2018-11-01,Seed,,,,Yes,"Energy provider, Peer-to-peer energy trading, Energy marketplace","Energy, Marketplace, Renewable Energy",,https://www.lition.de,$1M to $10M,3000000,EUR,3534485,Seed,3,,,,,"253,715"
Venture Round - Locafox,https://www.crunchbase.com/funding_round/locafox-series-unknown--e9c0776a,Locafox,https://www.crunchbase.com/organization/locafox,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",,,,2018-04-16,,,,,Yes,"Locafox, a new venture supported by Holtzbrinck Ventures, allows online and mobile consumers to make informed buying decisions.","E-Commerce, Local, Retail",,https://www.locafox.de,$1M to $10M,,,,,4,2 Welten Investment,1,,2 Welten Investment,"644,487"
Venture Round - Loopline Systems,https://www.crunchbase.com/funding_round/loopline-systems-series-unknown--a7dd54d6,Loopline Systems,https://www.crunchbase.com/organization/loopline-systems,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",,,,2018-08-09,,,,,Yes,"Loopline Systems is a company with focus on enabling a data-driven, potential-oriented approach to Human Resources based in Berlin, Germany.","Analytics, Employee Benefits, Human Resources, Information Services, Information Technology, Internet, Skill Assessment, Software",,http://www.loopline-systems.com/,,,,,,4,"Fawkes Ventures, STS Ventures",2,,"Fawkes Ventures, STS Ventures","582,839"
Seed Round - loots,https://www.crunchbase.com/funding_round/loots-seed--d3dad1dd,loots,https://www.crunchbase.com/organization/loots,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-04-18,Seed,,,,Yes,loots build platforms and applications that help live streamers attract audiences and make a living from streaming their favorite games.,"Consumer, Video Streaming",,https://new.loots.com,,,,,Seed,2,,3,2,"HV Capital, InReach Ventures, Klaas Kersting","227,174"
Seed Round - LOST iN,https://www.crunchbase.com/funding_round/38hours-seed--6a67f744,LOST iN,https://www.crunchbase.com/organization/38hours,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-12-01,Seed,,,,Yes,A city guide curated by locals. Experience a new city from within.,"News, Publishing, Social Media, Transportation, Travel",,http://www.lostin.com,Less than $1M,4000000,USD,4000000,Seed,3,bmp Ventures,1,,bmp Ventures,"641,403"
Series A - Lumenaza,https://www.crunchbase.com/funding_round/lumenaza-series-a--4d9f0386,Lumenaza,https://www.crunchbase.com/organization/lumenaza,Series A,"Berlin, Berlin, Germany, Europe",2500000,EUR,2900696,2018-08-07,Early Stage Venture,,,,Yes,Lumenaza offers a utility-in-box software solution.,"Clean Energy, Energy Management, Green Consumer Goods, GreenTech, Information Technology, Local, Peer to Peer, Renewable Energy, Software",,https://www.lumenaza.de/,Less than $1M,10300000,EUR,12292668,Early Stage Venture,4,E.ON,3,1,"E.ON, EnBW New Ventures, IBB Ventures","362,132"
Seed Round - Maphi,https://www.crunchbase.com/funding_round/maphi-seed--63612ecb,Maphi,https://www.crunchbase.com/organization/maphi,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-01-01,Seed,,,,Yes,Maphi offers a self-taught and frustration-free learning experience in mathematics.,Language Learning,,https://maphi.app/,,,,,Seed,1,,1,,VentureVilla Accelerator,"272,329"
Seed Round - Mapify,https://www.crunchbase.com/funding_round/mapify-seed--0fd8fa20,Mapify,https://www.crunchbase.com/organization/mapify,Seed,"Berlin, Berlin, Germany, Europe",1000000,USD,1000000,2018-10-09,Seed,,,,Yes,Mapify is a social marketplace for travel experiences that connects travelers around the world through past and ongoing journeys.,"Adventure Travel, Apps, Internet, Social Network, Travel, Travel Accommodations",,https://mapify.travel,$1M to $10M,1300000,USD,1300000,M&A,2,"Atlantic Labs, Haus Capital",7,,"Atlantic Labs, ennea capital partners, Haus Capital, Lucas Cranach, MairDumont Ventures, Niv Dror, Roland Grenke","214,180"
Pre Seed Round - Mapify,https://www.crunchbase.com/funding_round/mapify-pre-seed--c18f18f2,Mapify,https://www.crunchbase.com/organization/mapify,Pre-Seed,"Berlin, Berlin, Germany, Europe",300000,USD,300000,2018-03-07,Seed,,,,Yes,Mapify is a social marketplace for travel experiences that connects travelers around the world through past and ongoing journeys.,"Adventure Travel, Apps, Internet, Social Network, Travel, Travel Accommodations",,https://mapify.travel,$1M to $10M,1300000,USD,1300000,M&A,2,,,,,"257,934"
Grant - MATCHBASE,https://www.crunchbase.com/funding_round/matchbase-grant--88dc664a,MATCHBASE,https://www.crunchbase.com/organization/matchbase,Grant,"Berlin, Berlin, Germany, Europe",72000,EUR,84093,2018-07-01,,,,,No,Your on-demand teamsports club,"Mobile Apps, Soccer, Sports",,http://www.matchbase.com,Less than $1M,872000,EUR,1012483,Seed,3,,1,,European Social Fund (ESF),"508,248"
Series A - MatchX,https://www.crunchbase.com/funding_round/matchx-series-a--f53df85c,MatchX,https://www.crunchbase.com/organization/matchx,Series A,"Berlin, Berlin, Germany, Europe",2000000,USD,2000000,2018-02-04,Early Stage Venture,,,,Yes,"MatchX manufacturers superior LPWAN + AI hardware and software, delivering comprehensive IoT Edge AI Solutions.","Artificial Intelligence (AI), Hardware, Information and Communications Technology (ICT), Information Technology, Software",,https://www.matchx.io,$1M to $10M,2000000,USD,2000000,Early Stage Venture,1,,,,,"466,073"
Seed Round - MATE,https://www.crunchbase.com/funding_round/mate-94ec-seed--1de84562,MATE,https://www.crunchbase.com/organization/mate-94ec,Seed,"Berlin, Berlin, Germany, Europe",1000000,EUR,1201077,2018-01-01,Seed,,,,Yes,Mate is a provider of a B2B software solution for digital event and guest management.,"Event Management, Information Services, Software",,https://www.mateforevents.com/,Less than $1M,1000000,EUR,1201077,Seed,1,,2,,"IBB Ventures, seed + speed Ventures","496,853"
Venture Round - Media4Care,https://www.crunchbase.com/funding_round/media4care-series-unknown--b7d70e18,Media4Care,https://www.crunchbase.com/organization/media4care,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",,,,2018-04-11,,,,,Yes,Media4Care provides special media services for the care of the cognitively impaired.,"Digital Media, Elder Care, Health Care, Nursing and Residential Care, Social Media, Social Network",,https://www.media4care.de,$1M to $10M,,,,Seed,4,IBB Ventures,1,,IBB Ventures,"605,049"
Venture Round - Medici Living Group,https://www.crunchbase.com/funding_round/medici-living-group-series-unknown--4b342762,Medici Living Group,https://www.crunchbase.com/organization/medici-living-group,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",1000000000,EUR,1132350227,2018-12-11,,,,,Yes,The Medici Living Group develops and operates innovative and digitalized co-living concepts wordwide.,"Customer Service, Productivity Tools, PropTech, Real Estate",,https://www.medici-living.de,,1000000000,EUR,1132350227,,1,CORESTATE Capital Group,1,,CORESTATE Capital Group,"247,572"
Seed Round - Meditopia,https://www.crunchbase.com/funding_round/meditopia-seed--cb88f5b2,Meditopia,https://www.crunchbase.com/organization/meditopia,Seed,"Berlin, Berlin, Germany, Europe",480000,USD,480000,2018-01-05,Seed,2020000,USD,2020000,Yes,"With 35M+ users, Meditopia is one of the world’s leading mental health apps and the global #1 App for non-English speaking countries.","Apps, Fitness, Health Care, Mental Health, mHealth, Personal Health, Wellness",,https://meditopia.com/,$1M to $10M,18260000,USD,18260000,Early Stage Venture,5,,6,,"Alper Akcan, Ebru Dorman, Sinan Güler, StartersHub, Teknasyon, Yigit Ihlamur","233,158"
Series A - Medlanes,https://www.crunchbase.com/funding_round/medlanes-series-a--da9eee3c,Medlanes,https://www.crunchbase.com/organization/medlanes,Series A,"Berlin, Berlin, Germany, Europe",,,,2018-03-21,Early Stage Venture,,,,Yes,"Medlanes brings medicine online, building the first contact point to healthcare on the internet.","Health Care, Health Diagnostics, Home Health Care, Medical, mHealth, Personal Health, Software",,http://www.medlanes.com,$1M to $10M,,,,M&A,5,Heartbeat Labs,1,,Heartbeat Labs,"464,708"
Series A - Medwing,https://www.crunchbase.com/funding_round/medwing-series-a--2059aa1f,Medwing,https://www.crunchbase.com/organization/medwing,Series A,"Berlin, Berlin, Germany, Europe",,,,2018-12-01,Early Stage Venture,,,,Yes,Medwing is a healthcare start-up that provides opportunities to work in the healthcare sector.,"Health Care, Human Resources, Recruiting",,https://www.medwing.com,Less than $1M,72000000,EUR,77299774,Late Stage Venture,7,Northzone,5,2,"Adevinta Ventures, Atlantic Labs, Cherry Ventures, Northzone, Sebastian Pollok","436,964"
Grant - Menutech,https://www.crunchbase.com/funding_round/menutech-grant--36bb5ba5,Menutech,https://www.crunchbase.com/organization/menutech,Grant,"Berlin, Berlin, Germany, Europe",50000,EUR,58313,2018-08-01,,,,,No,AI-powered menu planning personalisation software for professionals,"Health Care, Information Technology, Machine Learning, Nursing and Residential Care, Nutrition, Personalization, Procurement, SaaS, Software",,https://menutech.com/,,325000,EUR,384234,Seed,3,,1,,EASME,"126,480"
Pre Seed Round - Menutech,https://www.crunchbase.com/funding_round/menutech-pre-seed--b10ee5f4,Menutech,https://www.crunchbase.com/organization/menutech,Pre-Seed,"Berlin, Berlin, Germany, Europe",225000,EUR,270242,2018-01-01,Seed,,,,Yes,AI-powered menu planning personalisation software for professionals,"Health Care, Information Technology, Machine Learning, Nursing and Residential Care, Nutrition, Personalization, Procurement, SaaS, Software",,https://menutech.com/,,325000,EUR,384234,Seed,3,,1,,igel.tech,"464,534"
Seed Round - Merantix Capital,https://www.crunchbase.com/funding_round/merantix-seed--62da206d,Merantix Capital,https://www.crunchbase.com/organization/merantix,Seed,"Berlin, Berlin, Germany, Europe",10000000,USD,10000000,2018-07-31,Seed,,,,Yes,Building and investing in AI since 2016,"Artificial Intelligence (AI), Big Data, Impact Investing, Machine Learning, Predictive Analytics, Software, Venture Capital",,http://merantix-capital.com,$10M to $50M,37548634,USD,37548634,Seed,3,Linden Capital,3,1,"Gentian Investments, June Fund, Linden Capital","673,340"
Seed Round - METR,https://www.crunchbase.com/funding_round/metr-seed--7a0e899b,METR,https://www.crunchbase.com/organization/metr,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-10-01,Seed,,,,Yes,"SaaS, Smart Building Solutions, incumbant residential buildings, IoT platform for technical building equipment","Infrastructure, Real Estate, SaaS, Smart Building, Software",,https://metr.systems,$1M to $10M,6000000,EUR,6544067,Early Stage Venture,2,,,,,"30,366"
Grant - Mia & Ben,https://www.crunchbase.com/funding_round/mia-ben-grant--f76cdf6c,Mia & Ben,https://www.crunchbase.com/organization/mia-ben,Grant,"Berlin, Berlin, Germany, Europe",1000000,EUR,1161170,2018-09-01,,,,,No,Mia & Ben is a manufacturer and maker of foods with nutrition for kids.,"Food and Beverage, Health Care",,https://mia-ben.com,$1M to $10M,4750000,EUR,5387459,Early Stage Venture,4,,,,,"477,152"
Seed Round - Mia & Ben,https://www.crunchbase.com/funding_round/mia-ben-seed--380c58f5,Mia & Ben,https://www.crunchbase.com/organization/mia-ben,Seed,"Berlin, Berlin, Germany, Europe",650000,EUR,759168,2018-07-01,Seed,,,,Yes,Mia & Ben is a manufacturer and maker of foods with nutrition for kids.,"Food and Beverage, Health Care",,https://mia-ben.com,$1M to $10M,4750000,EUR,5387459,Early Stage Venture,4,,,,,"632,656"
Series A - Micropsi Industries,https://www.crunchbase.com/funding_round/micropsi-industries-series-a--b69b5f35,Micropsi Industries,https://www.crunchbase.com/organization/micropsi-industries,Series A,"Berlin, Berlin, Germany, Europe",6080000,USD,6080000,2018-10-30,Early Stage Venture,,,,Yes,Micropsi Industries provides high-end machine learning solutions for robotics and process control.,"Artificial Intelligence (AI), Industrial Manufacturing, Machine Learning, Robotics",,http://www.micropsi-industries.com/,Less than $1M,39518075,USD,39518075,Early Stage Venture,7,Project A Ventures,4,2,"Business Angels Club Berlin-Brandenburg e.V., coparion, Project A Ventures, Vito Ventures","393,270"
Venture Round - MieterEngel GmbH,https://www.crunchbase.com/funding_round/mieterengel-gmbh-series-unknown--c2672670,MieterEngel GmbH,https://www.crunchbase.com/organization/mieterengel-gmbh,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",,,,2018-05-01,,,,,Yes,MieterEngel revolutionizes the way tenants solve rental problems online.,"Consulting, Consumer, Legal, Rental",,https://www.mieterengel.de/,,,,,,2,Lekker Energie,1,,Lekker Energie,"576,882"
Pre Seed Round - Mika,https://www.crunchbase.com/funding_round/mika-9650-pre-seed--14e3127f,Mika,https://www.crunchbase.com/organization/mika-9650,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2018-03-28,Seed,,,,Yes,Mika is a digital platform empowering people affected by cancer.,"Health Care, mHealth, Therapeutics",,https://www.mikahealth.com/,$1M to $10M,10000000,EUR,10563321,Early Stage Venture,7,,1,1,Mücke Roth & Company,"328,594"
Series A - Mimi Hearing Technologies,https://www.crunchbase.com/funding_round/mimi-hearing-technologies-series-a--f919fe2e,Mimi Hearing Technologies,https://www.crunchbase.com/organization/mimi-hearing-technologies,Series A,"Berlin, Berlin, Germany, Europe",,,,2018-03-20,Early Stage Venture,,,,Yes,Mimi develops and licenses sound personalization technology to be integrated to all consumer electronic devices,"Consumer Electronics, Health Care, Medical Device",,http://www.mimi.io,$10M to $50M,25000000,USD,25000000,Early Stage Venture,4,,2,,"Gotham Gal Ventures, Heartbeat Labs","423,379"
Pre Seed Round - Mindable Health,https://www.crunchbase.com/funding_round/mindable-health-pre-seed--7a73ad41,Mindable Health,https://www.crunchbase.com/organization/mindable-health,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2018-07-23,Seed,,,,Yes,Mindable Health offers a therapeutic app to overcome anxiety.,"Apps, Health Care, Therapeutics",,https://www.mindable.health/,$1M to $10M,,,,Seed,1,,2,,"Startupbootcamp, Startupbootcamp Digital Health Berlin","648,918"
Grant - Minespider,https://www.crunchbase.com/funding_round/minespider-grant--20c9b72f,Minespider,https://www.crunchbase.com/organization/minespider,Grant,"Berlin, Berlin, Germany, Europe",71429,EUR,80865,2018-12-01,,,,,No,Sustainable supply chains for the EV future.,"Battery, Blockchain, Electric Vehicle, Mineral, Mining, Mining Technology",,http://www.minespider.com,$1M to $10M,2871429,EUR,3121323,,2,,1,,EASME,"151,212"
Seed Round - Mitte,https://www.crunchbase.com/funding_round/mitte-seed--dd9e118f,Mitte,https://www.crunchbase.com/organization/mitte,Seed,"Berlin, Berlin, Germany, Europe",10600000,USD,10600000,2018-08-29,Seed,,,,Yes,"Mitte has developed a user-friendly, sustainable drinking water system, using advanced technology to purify and enhance the taste of water.","Environmental Engineering, Hardware, Internet of Things, Smart Home, Water, Water Purification",,http://mitte.co/,$1M to $10M,15151053,USD,15151053,,6,"Clay Capital, Danone Manifesto Venture",5,,"Clay Capital, Danone Manifesto Venture, Döhler Ventures, Happiness Capital, Kärcher New Venture","264,323"
Venture Round - Mitte,https://www.crunchbase.com/funding_round/mitte-series-unknown--cb815a1c,Mitte,https://www.crunchbase.com/organization/mitte,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",,,,2018-09-01,,,,,Yes,"Mitte has developed a user-friendly, sustainable drinking water system, using advanced technology to purify and enhance the taste of water.","Environmental Engineering, Hardware, Internet of Things, Smart Home, Water, Water Purification",,http://mitte.co/,$1M to $10M,15151053,USD,15151053,,6,,1,,Bitburger Ventures,"267,827"
Grant - Mitte,https://www.crunchbase.com/funding_round/mitte-grant--9d7aba3f,Mitte,https://www.crunchbase.com/organization/mitte,Grant,"Berlin, Berlin, Germany, Europe",71429,EUR,82941,2018-09-01,,,,,No,"Mitte has developed a user-friendly, sustainable drinking water system, using advanced technology to purify and enhance the taste of water.","Environmental Engineering, Hardware, Internet of Things, Smart Home, Water, Water Purification",,http://mitte.co/,$1M to $10M,15151053,USD,15151053,,6,,1,,EASME,"459,483"
Seed Round - mobileJob,https://www.crunchbase.com/funding_round/mobilejob-seed--33d02e13,mobileJob,https://www.crunchbase.com/organization/mobilejob,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-10-21,Seed,,,,Yes,mobileJob.com is the recruiting specialist for the non-academic labor market.,"Mobile, Recruiting, Staffing Agency",,http://www.mobilejob.com,$1M to $10M,,,,Seed,3,Ananda Impact Ventures,1,,Ananda Impact Ventures,"510,367"
Seed Round - Mobius Labs,https://www.crunchbase.com/funding_round/mobius-labs-seed--0b98535b,Mobius Labs,https://www.crunchbase.com/organization/mobius-labs,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-03-30,Seed,,,,Yes,"Mobius Labs develops cost-effective and scalable AI metadata solutions for applications, devices, and processes.",Information Technology,,https://mobiuslabs.com,$1M to $10M,7299144,USD,7299144,Early Stage Venture,3,Atlantic Labs,2,,"APEX Ventures, Atlantic Labs","161,923"
Venture Round - Momox,https://www.crunchbase.com/funding_round/momox-series-unknown--03b70c85,Momox,https://www.crunchbase.com/organization/momox,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",,,,2018-09-05,,,,,Yes,"Momox trades second-hand books, CDs, DVDs, computer and console games.","Commercial, Delivery, E-Commerce, E-Commerce Platforms, Internet, Online Games, Retail",,https://momox.biz/en/,$100M to $500M,,,,M&A,3,Verdane,1,1,Verdane,"314,882"
Seed Round - Momunity,https://www.crunchbase.com/funding_round/momunity-seed--ee62a3b4,Momunity,https://www.crunchbase.com/organization/momunity,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-12-01,Seed,,,,Yes,"Momunity is an app for modern moms to find moms nearby, chat, share experiences, support each other and plan common activities","Internet, Social Media",,https://www.momunity.com/,,,,,Seed,1,PANDO. Ventures,1,,PANDO. Ventures,"590,487"
Seed Round - Moonfare,https://www.crunchbase.com/funding_round/moonfare-seed--d43109e2,Moonfare,https://www.crunchbase.com/organization/moonfare,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-07-01,Seed,,,,Yes,"Moonfare is a digital platform that provides HNWI, family offices, banks and their advisors access to top-tier private markets investments.","Asset Management, Finance, Financial Services, FinTech, Wealth Management",,http://www.moonfare.com,Less than $1M,175000000,USD,175000000,Late Stage Venture,8,,1,,Loric Ventures,"322,012"
Series A - Moonfare,https://www.crunchbase.com/funding_round/moonfare-series-a--6869b324,Moonfare,https://www.crunchbase.com/organization/moonfare,Series A,"Berlin, Berlin, Germany, Europe",,,,2018-05-31,Early Stage Venture,,,,Yes,"Moonfare is a digital platform that provides HNWI, family offices, banks and their advisors access to top-tier private markets investments.","Asset Management, Finance, Financial Services, FinTech, Wealth Management",,http://www.moonfare.com,Less than $1M,175000000,USD,175000000,Late Stage Venture,8,,,,,"434,927"
Seed Round - Morressier,https://www.crunchbase.com/funding_round/morressier-seed--529c2590,Morressier,https://www.crunchbase.com/organization/morressier,Seed,"Berlin, Berlin, Germany, Europe",4500000,USD,4500000,2018-12-19,Seed,,,,Yes,"Morressier is your partner in early-stage and conference research, extending the value of your event long after it’s over.","Event Management, Events, Information Technology, Market Research, Meeting Software, Software, Video Conferencing",,https://www.morressier.com,$1M to $10M,40616617,USD,40616617,Early Stage Venture,4,Cherry Ventures,2,2,"Cherry Ventures, redalpine","461,587"
Series E - Movinga,https://www.crunchbase.com/funding_round/movinga-series-e--21eae21e,Movinga,https://www.crunchbase.com/organization/movinga,Series E,"Berlin, Berlin, Germany, Europe",15000000,EUR,17103743,2018-11-22,Late Stage Venture,,,,Yes,Movinga is an online relocation service provider company.,"Internet, Logistics, Service Industry, Small and Medium Businesses, Supply Chain Management",,https://www.movinga.com,$1M to $10M,92806265,USD,92806265,M&A,6,ETF Partners,5,1,"Claret Capital Partners, Earlybird Venture Capital, ETF Partners, Rocket Internet, Santo Venture Capital","382,601"
Series A - MOWEA GmbH,https://www.crunchbase.com/funding_round/mowea-series-a--1f641ee5,MOWEA GmbH,https://www.crunchbase.com/organization/mowea,Series A,"Berlin, Berlin, Germany, Europe",500000,EUR,595694,2018-05-10,Early Stage Venture,,,,Yes,A Berlin-based company offering modular wind energy systems | Renewable Energy | Wind and Small Wind Turbines | Smart Energy | Green Tech,"Clean Energy, Energy, Green Consumer Goods, GreenTech, Renewable Energy, Smart Cities, Wind Energy",,https://www.mowea.world/en/,Less than $1M,500000,EUR,595694,Early Stage Venture,1,,,,,"432,068"
Venture Round - MXC,https://www.crunchbase.com/funding_round/mxc-foundation-series-unknown--550ffe23,MXC,https://www.crunchbase.com/organization/mxc-foundation,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",35000000,AUD,26350660,2018-05-03,,,,,Yes,"MXC is building a global data network that allows the devices of tomorrow to connect, commit and communicate.","Association, Cryptocurrency, Information Services, Information Technology, Software",,https://www.mxc.org/,,36350660,USD,36350660,,4,,1,,Huobi Capital,"252,464"
Venture Round - MXC,https://www.crunchbase.com/funding_round/mxc-foundation-series-unknown--8da5cf9e,MXC,https://www.crunchbase.com/organization/mxc-foundation,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",,,,2018-07-17,,,,,Yes,"MXC is building a global data network that allows the devices of tomorrow to connect, commit and communicate.","Association, Cryptocurrency, Information Services, Information Technology, Software",,https://www.mxc.org/,,36350660,USD,36350660,,4,Node Capital,1,1,Node Capital,"375,953"
Series B - MYCS,https://www.crunchbase.com/funding_round/mycs-series-b--57868ee3,MYCS,https://www.crunchbase.com/organization/mycs,Series B,"Berlin, Berlin, Germany, Europe",10000000,EUR,11577679,2018-06-20,Early Stage Venture,,,,Yes,MYCS is a furniture brand that makes customization the new normal.,"E-Commerce, Furniture, Retail Technology",,https://de.mycs.com,$10M to $50M,20000000,EUR,22157227,M&A,3,Beringea,3,1,"Beringea, Global Founders Capital, Zimmermann Investments","411,504"
Series A - Mymoria,https://www.crunchbase.com/funding_round/mymoria-gmbh-series-a--e91d2cbf,Mymoria,https://www.crunchbase.com/organization/mymoria-gmbh,Series A,"Berlin, Berlin, Germany, Europe",,,,2018-03-29,Early Stage Venture,,,,Yes,MYMORIA offers an one-stop-online-shop for full configuration and complete commissioning of funerals.,"Funerals, Location Based Services, Online Portals",,https://www.mymoria.de/de,$1M to $10M,15000000,EUR,17787749,Late Stage Venture,4,"Egora Holding, HOWZAT Partners",4,,"b2venture, DvH Ventures, Egora Holding, HOWZAT Partners","350,518"
