Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,Investor Names,CB Rank (Funding Round)
Series A - eliso,https://www.crunchbase.com/funding_round/eliso-series-a--d2840f9d,eliso,https://www.crunchbase.com/organization/eliso,Series A,"Stuttgart, Baden-Wurttemberg, Germany, Europe",,,,2019-10-23,Early Stage Venture,,,,Yes,"eliso plans, implements and operates charging solutions for electric vehicles by offering innovative software and all-around services.","Automotive, Charging Infrastructure, Electric Vehicle, Information Technology, Infrastructure, Software, Transportation",,https://eliso.io/,,,,,M&A,2,VENTIS CAPITAL,2,1,"Vector Venture Capital, VENTIS CAPITAL","431,443"
Angel Round - eMovements,https://www.crunchbase.com/funding_round/emovements-angel--3e958305,eMovements,https://www.crunchbase.com/organization/emovements,Angel,"Stuttgart, Baden-Wurttemberg, Germany, Europe",500000,EUR,589659,2018-06-07,Seed,,,,Yes,eMovements Modern technologies are constantly revolutionizing our way of moving forward.,"Electric Vehicle, Electronics",,http://www.emovements.de/,,500000,EUR,589659,Seed,3,,,,,"298,889"
Private Equity Round - Exyte,https://www.crunchbase.com/funding_round/exyte-cc98-private-equity--2ca1bcdf,Exyte,https://www.crunchbase.com/organization/exyte-cc98,Private Equity,"Stuttgart, Baden-Wurttemberg, Germany, Europe",,,,2022-11-16,Private Equity,,,,Yes,"Exyte is in design, engineering and delivery of facilities for high-tech industries",Civil Engineering,,https://www.exyte.net/en#,$1B to $10B,,,,Private Equity,1,BDT & MSD Partners,1,1,BDT & MSD Partners,"104,601"
Seed Round - FetView,https://www.crunchbase.com/funding_round/fetview-seed--8038237d,FetView,https://www.crunchbase.com/organization/fetview,Seed,"Stuttgart, Baden-Wurttemberg, Germany, Europe",,,,2017-05-02,Seed,,,,Yes,"With FetView, physicians can easily evaluate (ultrasound) studies and document professionally their results.","Big Data, Document Preparation, Health Care, Software, Web Apps",,http://fetview.com/,$1M to $10M,,,,Seed,2,,1,,TechSquare,"300,412"
Series A - Filestage,https://www.crunchbase.com/funding_round/filestage-series-a--90467beb,Filestage,https://www.crunchbase.com/organization/filestage,Series A,"Stuttgart, Baden-Wurttemberg, Germany, Europe",2800000,EUR,3418424,2021-01-12,Early Stage Venture,,,,Yes,"Filestage is a software that helps creative teams to manage reviews and approvals of videos, audio files, designs and documents","Collaboration, Creative Agency, File Sharing, Film Production, Freelance, SaaS, Software",,http://www.filestage.io,$1M to $10M,2800000,EUR,3418424,Early Stage Venture,2,Newion,3,3,"HTGF | High-Tech Gruenderfonds, Newion, seed + speed Ventures","121,298"
Venture Round - FinMatch,https://www.crunchbase.com/funding_round/finmatch-9533-series-unknown--1dfc55cd,FinMatch,https://www.crunchbase.com/organization/finmatch-9533,Venture - Series Unknown,"Stuttgart, Baden-Wurttemberg, Germany, Europe",1500000,EUR,1615575,2024-05-06,,,,,Yes,FinMatch connects medium-sized companies jointly with selected financing partners and provides corporate finance and financial solutions.,"Advice, Finance, Financial Services",,https://www.finmatch.de/,$1M to $10M,1500000,EUR,1615575,,1,MBG Baden Wuerttemberg,1,1,MBG Baden Wuerttemberg,"40,661"
Series A - Flip,https://www.crunchbase.com/funding_round/flip-77d5-series-a--279f2160,Flip,https://www.crunchbase.com/organization/flip-77d5,Series A,"Stuttgart, Baden-Wurttemberg, Germany, Europe",30000000,USD,30000000,2022-02-03,Early Stage Venture,,,,Yes,Flip is the employee app that connects all employees from firstline to desktop and enables the distribution of top-down information.,"Apps, Mobile Apps, Software",,https://flipapp.de,$10M to $50M,34000000,USD,34000000,Early Stage Venture,3,"HV Capital, Notion Capital",10,3,"Cavalry Ventures, Flixfounders, Fritz Österle, HV Capital, Jürgen Hambrecht, Kurt Lauk, LEA Partners, Matthias Müller, Notion Capital, Roland Berger","130,085"
Series A - Flip,https://www.crunchbase.com/funding_round/flip-77d5-series-a--20d785f7,Flip,https://www.crunchbase.com/organization/flip-77d5,Series A,"Stuttgart, Baden-Wurttemberg, Germany, Europe",,,,2021-01-01,Early Stage Venture,,,,Yes,Flip is the employee app that connects all employees from firstline to desktop and enables the distribution of top-down information.,"Apps, Mobile Apps, Software",,https://flipapp.de,$10M to $50M,34000000,USD,34000000,Early Stage Venture,3,,1,,Konstantin von Unger,"433,381"
Seed Round - Flip,https://www.crunchbase.com/funding_round/flip-77d5-seed--a1dc3846,Flip,https://www.crunchbase.com/organization/flip-77d5,Seed,"Stuttgart, Baden-Wurttemberg, Germany, Europe",4000000,USD,4000000,2020-01-13,Seed,,,,Yes,Flip is the employee app that connects all employees from firstline to desktop and enables the distribution of top-down information.,"Apps, Mobile Apps, Software",,https://flipapp.de,$10M to $50M,34000000,USD,34000000,Early Stage Venture,3,,3,1,"Cavalry Ventures, LEA Partners, Plug and Play","333,985"
Pre Seed Round - flygge,https://www.crunchbase.com/funding_round/flygge-pre-seed--0ca828cd,flygge,https://www.crunchbase.com/organization/flygge,Pre-Seed,"Stuttgart, Baden-Wurttemberg, Germany, Europe",200000,EUR,236390,2021-09-15,Seed,,,,Yes,"Flygge builds an open, independent, and global mobility platform for the caravaning industry.","Information Technology, Mobile Apps, Sharing Economy, Software, Travel",,https://flygge.eu/,,200000,EUR,236390,Seed,2,,,,,"32,457"
Seed Round - flygge,https://www.crunchbase.com/funding_round/flygge-seed--ad67e734,flygge,https://www.crunchbase.com/organization/flygge,Seed,"Stuttgart, Baden-Wurttemberg, Germany, Europe",,,,2023-01-01,Seed,5000000,EUR,5352769,Yes,"Flygge builds an open, independent, and global mobility platform for the caravaning industry.","Information Technology, Mobile Apps, Sharing Economy, Software, Travel",,https://flygge.eu/,,200000,EUR,236390,Seed,2,,,,,"585,399"
Angel Round - Fryd,https://www.crunchbase.com/funding_round/alphabeet-angel--f82aaa3c,Fryd,https://www.crunchbase.com/organization/alphabeet,Angel,"Stuttgart, Baden-Wurttemberg, Germany, Europe",1150000,EUR,1302952,2021-11-30,Seed,,,,Yes,Fryd is a dedicated group of backyard gardeners that helps grow vegetables.,"Communities, Farming, Organic Food",,https://fryd.app,$1M to $10M,1150000,EUR,1302952,Seed,1,,1,,Purpose Ventures,"110,224"
Angel Round - Glarify,https://www.crunchbase.com/funding_round/glarify-angel--888903bc,Glarify,https://www.crunchbase.com/organization/glarify,Angel,"Stuttgart, Baden-Wurttemberg, Germany, Europe",25000,EUR,26821,2017-01-24,Seed,,,,Yes,"Glarify is an online community for artists, galleries and art-lovers to show and find artworks worldwide on a map.","Art, Association, Communities, E-Commerce, Music",,https://www.glarify.com,Less than $1M,65000,EUR,70684,Seed,2,,,,,"381,671"
Pre Seed Round - goCAD,https://www.crunchbase.com/funding_round/gocad-pre-seed--83e7805d,goCAD,https://www.crunchbase.com/organization/gocad,Pre-Seed,"Stuttgart, Baden-Wurttemberg, Germany, Europe",,,,2021-10-05,Seed,,,,Yes,The plug & play SaaS order portal for CNC manufacturers with instant price quotes.,"E-Commerce Platforms, Manufacturing, SaaS, Software",,https://www.gocad.de,,,,,Seed,1,,1,,Million Ventures,"166,834"
Seed Round - gyde,https://www.crunchbase.com/funding_round/gyde-3cdc-seed--1f4ad864,gyde,https://www.crunchbase.com/organization/gyde-3cdc,Seed,"Stuttgart, Baden-Wurttemberg, Germany, Europe",4000000,EUR,4197888,2024-12-17,Seed,,,,Yes,gyde offers digital micro-learning and cross-company coaching for managers.,"E-Learning, Sales Enablement, Software",,https://gyde.io/,Less than $1M,5100000,EUR,5318495,Seed,2,,2,,"LEA Partners, Mätch VC",807
Seed Round - gyde,https://www.crunchbase.com/funding_round/gyde-3cdc-seed--3948dc41,gyde,https://www.crunchbase.com/organization/gyde-3cdc,Seed,"Stuttgart, Baden-Wurttemberg, Germany, Europe",1100000,EUR,1120607,2022-08-05,Seed,,,,Yes,gyde offers digital micro-learning and cross-company coaching for managers.,"E-Learning, Sales Enablement, Software",,https://gyde.io/,Less than $1M,5100000,EUR,5318495,Seed,2,,8,,"Bar Tiger Wolf, Benedikt Ilg, d.ventures, ES KAPITAL, Florian Buzin, Robin Behlau, S-Kap Unternehmensbeteiligungs, SNABB CAP","90,077"
Pre Seed Round - hitcap esports GmbH,https://www.crunchbase.com/funding_round/hitcap-esports-gmbh-pre-seed--987892e7,hitcap esports GmbH,https://www.crunchbase.com/organization/hitcap-esports-gmbh,Pre-Seed,"Stuttgart, Baden-Wurttemberg, Germany, Europe",500000,EUR,574295,2021-11-10,Seed,4500000,EUR,5168653,Yes,Hitcap esports is an online-based platform that connects esports gamers and fans,eSports,,http://hitcap.gg,,750000,EUR,877900,Seed,2,Carcharodon Capital,1,,Carcharodon Capital,"105,268"
Pre Seed Round - hitcap esports GmbH,https://www.crunchbase.com/funding_round/hitcap-esports-gmbh-pre-seed--1c9d53e2,hitcap esports GmbH,https://www.crunchbase.com/organization/hitcap-esports-gmbh,Pre-Seed,"Stuttgart, Baden-Wurttemberg, Germany, Europe",250000,EUR,303605,2021-05-11,Seed,2250000,EUR,2732449,Yes,Hitcap esports is an online-based platform that connects esports gamers and fans,eSports,,http://hitcap.gg,,750000,EUR,877900,Seed,2,Carcharodon Capital,1,,Carcharodon Capital,"666,899"
Seed Round - Hyfindr,https://www.crunchbase.com/funding_round/hyfindr-seed--b923e478,Hyfindr,https://www.crunchbase.com/organization/hyfindr,Seed,"Stuttgart, Baden-Wurttemberg, Germany, Europe",,,,2023-06-16,Seed,,,,Yes,Hyfindr is a business-to-business marketplace for the burgeoning hydrogen industry.,"B2B, Marketplace",,https://hyfindr.com,,,,,Seed,1,GRUMA Commercial Vehicles,1,,GRUMA Commercial Vehicles,"150,250"
Series C - Instagrid,https://www.crunchbase.com/funding_round/instagrid-series-c--9ee43396,Instagrid,https://www.crunchbase.com/organization/instagrid,Series C,"Stuttgart, Baden-Wurttemberg, Germany, Europe",87430000,EUR,94927569,2024-01-23,Late Stage Venture,,,,Yes,Instagrid offers portable battery systems to create mobile power infrastructures for sectors with challenging power demands.,"Battery, Energy Storage, Manufacturing",,https://instagrid.co,$1M to $10M,124930000,EUR,137401184,Late Stage Venture,4,Teachers’ Venture Growth,9,6,"blueworld.group, Energy Impact Partners, HTGF | High-Tech Gruenderfonds, Morgan Stanley Investment Management, Pierre-Pascal Urbon, Segnalita, SET Ventures, Teachers’ Venture Growth, Wille Finance","46,101"
Series A - Instagrid,https://www.crunchbase.com/funding_round/instagrid-series-a--5758bf61,Instagrid,https://www.crunchbase.com/organization/instagrid,Series A,"Stuttgart, Baden-Wurttemberg, Germany, Europe",8500000,EUR,9351275,2020-02-05,Early Stage Venture,,,,Yes,Instagrid offers portable battery systems to create mobile power infrastructures for sectors with challenging power demands.,"Battery, Energy Storage, Manufacturing",,https://instagrid.co,$1M to $10M,124930000,EUR,137401184,Late Stage Venture,4,SET Ventures,4,,"blueworld.group, HTGF | High-Tech Gruenderfonds, Segnalita, SET Ventures","252,179"
Series B - Instagrid,https://www.crunchbase.com/funding_round/instagrid-series-b--f2be12e5,Instagrid,https://www.crunchbase.com/organization/instagrid,Series B,"Stuttgart, Baden-Wurttemberg, Germany, Europe",29000000,EUR,33122340,2022-02-09,Early Stage Venture,,,,Yes,Instagrid offers portable battery systems to create mobile power infrastructures for sectors with challenging power demands.,"Battery, Energy Storage, Manufacturing",,https://instagrid.co,$1M to $10M,124930000,EUR,137401184,Late Stage Venture,4,Energy Impact Partners,6,3,"blueworld.group, Energy Impact Partners, HTGF | High-Tech Gruenderfonds, Pierre-Pascal Urbon, Segnalita, SET Ventures","267,823"
Seed Round - Instagrid,https://www.crunchbase.com/funding_round/instagrid-seed--8ccc94eb,Instagrid,https://www.crunchbase.com/organization/instagrid,Seed,"Stuttgart, Baden-Wurttemberg, Germany, Europe",,,,2019-01-30,Seed,,,,Yes,Instagrid offers portable battery systems to create mobile power infrastructures for sectors with challenging power demands.,"Battery, Energy Storage, Manufacturing",,https://instagrid.co,$1M to $10M,124930000,EUR,137401184,Late Stage Venture,4,HTGF | High-Tech Gruenderfonds,3,,"HTGF | High-Tech Gruenderfonds, Martin Global AG, Segnalita","544,328"
Seed Round - Instawerk GmbH - CNC-Frästeile Online fertigen lassen,https://www.crunchbase.com/funding_round/instawerk-frästeile-online-seed--cf92376e,Instawerk GmbH - CNC-Frästeile Online fertigen lassen,https://www.crunchbase.com/organization/instawerk-frästeile-online,Seed,"Stuttgart, Baden-Wurttemberg, Germany, Europe",,,,2020-12-01,Seed,,,,Yes,"Order CNC-machined parts with just 10 clicks. InstaWerk enables fast, simple and inexpensive procurement of custom CNC-machined components.","E-Commerce Platforms, Industrial Manufacturing, Information Technology, Machinery Manufacturing, Manufacturing",,https://www.instawerk.de,,,,,Seed,2,,1,,L-Bank,"173,062"
Pre Seed Round - Instawerk GmbH - CNC-Frästeile Online fertigen lassen,https://www.crunchbase.com/funding_round/instawerk-frästeile-online-pre-seed--1f8909df,Instawerk GmbH - CNC-Frästeile Online fertigen lassen,https://www.crunchbase.com/organization/instawerk-frästeile-online,Pre-Seed,"Stuttgart, Baden-Wurttemberg, Germany, Europe",,,,2018-10-01,Seed,,,,Yes,"Order CNC-machined parts with just 10 clicks. InstaWerk enables fast, simple and inexpensive procurement of custom CNC-machined components.","E-Commerce Platforms, Industrial Manufacturing, Information Technology, Machinery Manufacturing, Manufacturing",,https://www.instawerk.de,,,,,Seed,2,,1,,CIKONI,"505,985"
Seed Round - iqento,https://www.crunchbase.com/funding_round/the-mood-corporation-seed--e65fce5f,iqento,https://www.crunchbase.com/organization/the-mood-corporation,Seed,"Stuttgart, Baden-Wurttemberg, Germany, Europe",,,,2017-02-28,Seed,,,,Yes,"You deserve to feel good. The products of The Mood Corp. accompany you throughout the day, tickling your senses.—Just feeling good.","Automotive, Lifestyle",,https://www.iqento.com,,,,,Seed,2,,1,,MAHLE,"417,873"
Venture Round - JimDrive,https://www.crunchbase.com/funding_round/jimdrive-series-unknown--e29ae635,JimDrive,https://www.crunchbase.com/organization/jimdrive,Venture - Series Unknown,"Stuttgart, Baden-Wurttemberg, Germany, Europe",,,,2017-02-17,,,,,Yes,JimDrive offers European & roadside assistance with all-round service.,"Automotive, Internet",,https://www.jimdrive.com/,Less than $1M,,,,,2,,1,,Auden,"543,493"
Pre Seed Round - Kalea,https://www.crunchbase.com/funding_round/kalea-pre-seed--1d5e4e54,Kalea,https://www.crunchbase.com/organization/kalea,Pre-Seed,"Stuttgart, Baden-Wurttemberg, Germany, Europe",,,,2019-11-01,Seed,,,,Yes,"The Kalea kitchen composter turns kitchen waste into nourishing compost in 48 hrs, odorless and with safe handling.","Food Processing, Manufacturing, Organic Food, Waste Management",,https://www.mykalea.de/,,,,,Seed,1,,1,,Kärcher New Venture,"126,359"
Grant - Klein Data Research,https://www.crunchbase.com/funding_round/klein-data-research-grant--4398b736,Klein Data Research,https://www.crunchbase.com/organization/klein-data-research,Grant,"Stuttgart, Baden-Wurttemberg, Germany, Europe",100000,EUR,109905,2019-09-01,,,,,No,We navigate investors through the volatile cryptocurrency market with an innovative digital market letter backed by an in-house developed AI,"Artificial Intelligence (AI), Cryptocurrency, FinTech",,https://www.cryptocaptain.com/,,100000,EUR,109905,,1,,,,,"637,425"
Angel Round - KONKRUA,https://www.crunchbase.com/funding_round/konkrua-angel--1728724e,KONKRUA,https://www.crunchbase.com/organization/konkrua,Angel,"Stuttgart, Baden-Wurttemberg, Germany, Europe",250000,EUR,268323,2022-05-24,Seed,,,,Yes,"KONKRUA is a super delicious, gluten-free, healthy and easy original ingredients from Thailand.","E-Commerce, Food and Beverage",,https://www.konkrua.com/,,250000,EUR,268323,Seed,1,,1,,Georg Kofler,"105,240"
Series B - Laserhub,https://www.crunchbase.com/funding_round/laserhub-series-b--0563fbfd,Laserhub,https://www.crunchbase.com/organization/laserhub,Series B,"Stuttgart, Baden-Wurttemberg, Germany, Europe",,,,2022-06-14,Early Stage Venture,,,,Yes,Industrial procurement platform for custom made metal parts,"Industrial, Internet, Small and Medium Businesses",,https://www.laserhub.com/,$10M to $50M,3150000,USD,3150000,Early Stage Venture,4,Evli Growth Partners,7,4,"Acton Capital, Evli Growth Partners, FJ Labs, Fuse Venture Partners, Point Nine, Project A Ventures, Schenker Ventures","113,580"
Seed Round - Laserhub,https://www.crunchbase.com/funding_round/laserhub-seed--1b58d4eb,Laserhub,https://www.crunchbase.com/organization/laserhub,Seed,"Stuttgart, Baden-Wurttemberg, Germany, Europe",,,,2018-01-01,Seed,,,,Yes,Industrial procurement platform for custom made metal parts,"Industrial, Internet, Small and Medium Businesses",,https://www.laserhub.com/,$10M to $50M,3150000,USD,3150000,Early Stage Venture,4,Saarbruecker 21,1,,Saarbruecker 21,"245,542"
Series A - Laserhub,https://www.crunchbase.com/funding_round/laserhub-series-a--3894af63,Laserhub,https://www.crunchbase.com/organization/laserhub,Series A,"Stuttgart, Baden-Wurttemberg, Germany, Europe",,,,2020-07-02,Early Stage Venture,,,,Yes,Industrial procurement platform for custom made metal parts,"Industrial, Internet, Small and Medium Businesses",,https://www.laserhub.com/,$10M to $50M,3150000,USD,3150000,Early Stage Venture,4,Acton Capital,3,3,"Acton Capital, Point Nine, Project A Ventures","429,762"
Seed Round - Laserhub,https://www.crunchbase.com/funding_round/laserhub-seed--b4a9f74f,Laserhub,https://www.crunchbase.com/organization/laserhub,Seed,"Stuttgart, Baden-Wurttemberg, Germany, Europe",3150000,USD,3150000,2019-04-17,Seed,,,,Yes,Industrial procurement platform for custom made metal parts,"Industrial, Internet, Small and Medium Businesses",,https://www.laserhub.com/,$10M to $50M,3150000,USD,3150000,Early Stage Venture,4,Project A Ventures,2,2,"Point Nine, Project A Ventures","598,838"
Private Equity Round - LIGANOVA,https://www.crunchbase.com/funding_round/liganova-private-equity--b52be56e,LIGANOVA,https://www.crunchbase.com/organization/liganova,Private Equity,"Stuttgart, Baden-Wurttemberg, Germany, Europe",,,,2019-09-19,Private Equity,,,,Yes,Liganova organizes exhibitions for the promotions and sales of a brand at a temporary location.,"Advertising, Brand Marketing, Marketing, Sales",,https://www.liganova.com/en/home/,$1M to $10M,,,,Private Equity,1,EMH Partners,1,2,EMH Partners,"201,741"
Venture Round - luca,https://www.crunchbase.com/funding_round/lucaapp-series-unknown--b2399f49,luca,https://www.crunchbase.com/organization/lucaapp,Venture - Series Unknown,"Stuttgart, Baden-Wurttemberg, Germany, Europe",,,,2023-08-03,,,,,Yes,"Luca is a platform that allows users to find and book restaurants, cafés, and other locations.","Apps, Consumer Applications, Hospitality, Internet",,https://www.luca-app.de,$50M to $100M,33000000,USD,33000000,,4,"Canopus Investments, Target Global",2,,"Canopus Investments, Target Global","199,072"
Pre Seed Round - luca,https://www.crunchbase.com/funding_round/lucaapp-pre-seed--f6c648dd,luca,https://www.crunchbase.com/organization/lucaapp,Pre-Seed,"Stuttgart, Baden-Wurttemberg, Germany, Europe",,,,2021-01-01,Seed,,,,Yes,"Luca is a platform that allows users to find and book restaurants, cafés, and other locations.","Apps, Consumer Applications, Hospitality, Internet",,https://www.luca-app.de,$50M to $100M,33000000,USD,33000000,,4,The Delta,1,1,The Delta,"251,996"
Seed Round - luca,https://www.crunchbase.com/funding_round/lucaapp-seed--3b5d7ed4,luca,https://www.crunchbase.com/organization/lucaapp,Seed,"Stuttgart, Baden-Wurttemberg, Germany, Europe",33000000,USD,33000000,2022-04-14,Seed,,,,Yes,"Luca is a platform that allows users to find and book restaurants, cafés, and other locations.","Apps, Consumer Applications, Hospitality, Internet",,https://www.luca-app.de,$50M to $100M,33000000,USD,33000000,,4,"Target Global, The Delta",3,3,"Motive Ventures, Target Global, The Delta","296,582"
Post-IPO Debt - MAHLE,https://www.crunchbase.com/funding_round/mahle-post-ipo-debt--4b51896c,MAHLE,https://www.crunchbase.com/organization/mahle,Post-IPO Debt,"Stuttgart, Baden-Wurttemberg, Germany, Europe",300000000,EUR,300704852,2022-08-30,,,,,No,"MAHLE offers innovative mobility solutions that stand for clean air, fuel efficiency, and driving pleasure.","Automotive, Fuel, Information Technology, Manufacturing",,https://www.mahle.com,$10B+,300000000,EUR,300704852,IPO,1,European Investment Bank,1,1,European Investment Bank,"288,116"
Seed Round - Makersite,https://www.crunchbase.com/funding_round/makersite-gmbh-seed--9fc34a3e,Makersite,https://www.crunchbase.com/organization/makersite-gmbh,Seed,"Stuttgart, Baden-Wurttemberg, Germany, Europe",,,,2021-01-14,Seed,,,,Yes,"Makersite is a cloud-based product data management tool that helps companies manage product sustainability, cost, and compliance.","Analytics, Big Data, Compliance, Data Management, Data Visualization, Machine Learning, Product Management, Productivity Tools, Software, Supply Chain Management",,https://makersite.io,Less than $1M,18271429,EUR,18031896,Early Stage Venture,5,,1,,Aerospace Xelerated,"171,868"
Grant - Makersite,https://www.crunchbase.com/funding_round/makersite-gmbh-grant--92bb94df,Makersite,https://www.crunchbase.com/organization/makersite-gmbh,Grant,"Stuttgart, Baden-Wurttemberg, Germany, Europe",71429,EUR,81868,2019-01-01,,,,,No,"Makersite is a cloud-based product data management tool that helps companies manage product sustainability, cost, and compliance.","Analytics, Big Data, Compliance, Data Management, Data Visualization, Machine Learning, Product Management, Productivity Tools, Software, Supply Chain Management",,https://makersite.io,Less than $1M,18271429,EUR,18031896,Early Stage Venture,5,,1,,EASME,"484,428"
Series A - Makersite,https://www.crunchbase.com/funding_round/makersite-gmbh-series-a--64de5e2e,Makersite,https://www.crunchbase.com/organization/makersite-gmbh,Series A,"Stuttgart, Baden-Wurttemberg, Germany, Europe",18200000,EUR,17950028,2022-10-18,Early Stage Venture,,,,Yes,"Makersite is a cloud-based product data management tool that helps companies manage product sustainability, cost, and compliance.","Analytics, Big Data, Compliance, Data Management, Data Visualization, Machine Learning, Product Management, Productivity Tools, Software, Supply Chain Management",,https://makersite.io,Less than $1M,18271429,EUR,18031896,Early Stage Venture,5,"Hitachi Ventures, Translink Capital",4,4,"Hitachi Ventures, KOMPAS VC, Planet A Ventures, Translink Capital","294,380"
Seed Round - Makersite,https://www.crunchbase.com/funding_round/makersite-gmbh-seed--5941d14a,Makersite,https://www.crunchbase.com/organization/makersite-gmbh,Seed,"Stuttgart, Baden-Wurttemberg, Germany, Europe",,,,2017-06-01,Seed,,,,Yes,"Makersite is a cloud-based product data management tool that helps companies manage product sustainability, cost, and compliance.","Analytics, Big Data, Compliance, Data Management, Data Visualization, Machine Learning, Product Management, Productivity Tools, Software, Supply Chain Management",,https://makersite.io,Less than $1M,18271429,EUR,18031896,Early Stage Venture,5,H.I. Capital,1,,H.I. Capital,"535,292"
Seed Round - Makersite,https://www.crunchbase.com/funding_round/makersite-gmbh-seed--22535d51,Makersite,https://www.crunchbase.com/organization/makersite-gmbh,Seed,"Stuttgart, Baden-Wurttemberg, Germany, Europe",,,,2021-05-25,Seed,,,,Yes,"Makersite is a cloud-based product data management tool that helps companies manage product sustainability, cost, and compliance.","Analytics, Big Data, Compliance, Data Management, Data Visualization, Machine Learning, Product Management, Productivity Tools, Software, Supply Chain Management",,https://makersite.io,Less than $1M,18271429,EUR,18031896,Early Stage Venture,5,Planet A Ventures,1,1,Planet A Ventures,"649,804"
Pre Seed Round - MeetAnyway,https://www.crunchbase.com/funding_round/meetanyway-pre-seed--3ddf5fa5,MeetAnyway,https://www.crunchbase.com/organization/meetanyway,Pre-Seed,"Stuttgart, Baden-Wurttemberg, Germany, Europe",125000,USD,125000,2021-03-22,Seed,,,,Yes,MeetAnyway provides a platform that specializes in online events.,"Collaboration, Enterprise, Software, Video Chat, Video Conferencing",,https://meetanyway.com,Less than $1M,125000,USD,125000,Seed,1,Y Combinator,1,,Y Combinator,"51,567"
Seed Round - MemoMeister,https://www.crunchbase.com/funding_round/memomeister-seed--768fd481,MemoMeister,https://www.crunchbase.com/organization/memomeister,Seed,"Stuttgart, Baden-Wurttemberg, Germany, Europe",,,,2018-01-01,Seed,,,,Yes,"Mobile, SaaS, Information Management, Construction",SaaS,,https://www.memomeister.com/,,,,,Seed,1,,1,,STIHL Ventures,"506,413"
Post-IPO Debt - Mercedes-Benz Group AG,https://www.crunchbase.com/funding_round/daimler-post-ipo-debt--76da6f54,Mercedes-Benz Group AG,https://www.crunchbase.com/organization/daimler,Post-IPO Debt,"Stuttgart, Baden-Wurttemberg, Germany, Europe",11000000000,EUR,11760944896,2024-06-21,,,,,No,Mercedes-Benz Group AG (formerly Daimler) is an automotive company that produces premium cars and commercial vehicles with a global reach.,"Automotive, Autonomous Vehicles, Finance, Manufacturing",,http://www.mercedes-benz.com/,$10B+,12143000000,EUR,13130384468,IPO,4,,,,,"183,571"
Post-IPO Secondary - Mercedes-Benz Group AG,https://www.crunchbase.com/funding_round/daimler-post-ipo-secondary--95f1ce37,Mercedes-Benz Group AG,https://www.crunchbase.com/organization/daimler,Post-IPO Secondary,"Stuttgart, Baden-Wurttemberg, Germany, Europe",1143000000,EUR,1369439572,2021-03-11,,,,,No,Mercedes-Benz Group AG (formerly Daimler) is an automotive company that produces premium cars and commercial vehicles with a global reach.,"Automotive, Autonomous Vehicles, Finance, Manufacturing",,http://www.mercedes-benz.com/,$10B+,12143000000,EUR,13130384468,IPO,4,,,,,"241,733"
Post-IPO Equity - Mercedes-Benz Group AG,https://www.crunchbase.com/funding_round/daimler-post-ipo-equity--373bf1b8,Mercedes-Benz Group AG,https://www.crunchbase.com/organization/daimler,Post-IPO Equity,"Stuttgart, Baden-Wurttemberg, Germany, Europe",,,,2019-07-22,,,,,Yes,Mercedes-Benz Group AG (formerly Daimler) is an automotive company that produces premium cars and commercial vehicles with a global reach.,"Automotive, Autonomous Vehicles, Finance, Manufacturing",,http://www.mercedes-benz.com/,$10B+,12143000000,EUR,13130384468,IPO,4,BAIC Group,1,,BAIC Group,"240,890"
Post-IPO Equity - Mercedes-Benz Group AG,https://www.crunchbase.com/funding_round/daimler-post-ipo-equity--a1a56daa,Mercedes-Benz Group AG,https://www.crunchbase.com/organization/daimler,Post-IPO Equity,"Stuttgart, Baden-Wurttemberg, Germany, Europe",,,,2018-02-06,,,,,Yes,Mercedes-Benz Group AG (formerly Daimler) is an automotive company that produces premium cars and commercial vehicles with a global reach.,"Automotive, Autonomous Vehicles, Finance, Manufacturing",,http://www.mercedes-benz.com/,$10B+,12143000000,EUR,13130384468,IPO,4,Geely,1,,Geely,"433,975"
Series A - Meshparts,https://www.crunchbase.com/funding_round/meshparts-series-a--5ac5eef3,Meshparts,https://www.crunchbase.com/organization/meshparts,Series A,"Stuttgart, Baden-Wurttemberg, Germany, Europe",,,,2017-06-01,Early Stage Venture,,,,Yes,FE Simulation Software for Mechanical Engineering,"Machinery Manufacturing, Mechanical Engineering, Simulation, Software, Software Engineering",,http://www.meshparts.de,Less than $1M,,,,Early Stage Venture,1,,4,,"Consus Holding GmbH, FISW Steuerungstechnik, Gips-Schüle-Stiftung, Klaus Pontius","273,086"
Pre Seed Round - MeTalent,https://www.crunchbase.com/funding_round/metalent-fbbd-pre-seed--2410158b,MeTalent,https://www.crunchbase.com/organization/metalent-fbbd,Pre-Seed,"Stuttgart, Baden-Wurttemberg, Germany, Europe",,,,2023-07-16,Seed,,,,Yes,"We are a group of ambitious Ukrainians, who created a platform to quickly and simply bind businesses and talents from IT","Automotive, Education, Finance, Health Care, Information Technology, Professional Services, Software, Web Development",,https://metlnt.com,,,,,Seed,1,,1,,Rauf Huseinov,"146,134"
