Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,Investor Names,CB Rank (Funding Round)
Series B - Humanoo,https://www.crunchbase.com/funding_round/humanoo-series-b--6dcdfbd3,Humanoo,https://www.crunchbase.com/organization/humanoo,Series B,"Berlin, Berlin, Germany, Europe",10000000,USD,10000000,2021-08-13,Early Stage Venture,,,,Yes,Europe's biggest automated corporate wellness solution for productive teams & healthy people,"Apps, Fitness, Health Care, Human Resources, Personal Health, Software, Wellness",,http://www.humanoo.com/,$1M to $10M,18577261,USD,18577261,Early Stage Venture,4,"Redstone.VC, SwissHealth Ventures",6,,"Creathor Ventures, DvH Ventures, Helsana HealthInvest, Redstone.VC, SwissHealth Ventures, Verve Ventures","84,125"
Series A - Hygraph,https://www.crunchbase.com/funding_round/hygraph-series-a--d3ee4c83,Hygraph,https://www.crunchbase.com/organization/hygraph,Series A,"Berlin, Berlin, Germany, Europe",8400000,EUR,9888903,2021-07-22,Early Stage Venture,,,,Yes,Hygraph is a GraphQL-based federated content management system for digital creators and digital products.,"CMS, Content, Content Creators, Information Technology, Software",,https://hygraph.com,,43614685,USD,43614685,Early Stage Venture,7,OpenOcean,6,3,"Evan Weaver, Mirko Novakovic, OpenOcean, Peak, Robin Vasan, SquareOne Venture Capital","309,832"
Pre Seed Round - Hyrise Academy,https://www.crunchbase.com/funding_round/hyrise-academy-pre-seed--1b59ac5f,Hyrise Academy,https://www.crunchbase.com/organization/hyrise-academy,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2021-05-06,Seed,,,,Yes,Hyrise Academy is an online learning site for careers in tech sales.,"E-Learning, Education",,https://www.hyrise.com/,Less than $1M,750000,EUR,747844,Seed,2,,3,,"Dirk Freise, Felix Brosius, Martin Ostermayer","121,512"
Series A - Incari,https://www.crunchbase.com/funding_round/incari-series-a--35bff184,Incari,https://www.crunchbase.com/organization/incari,Series A,"Berlin, Berlin, Germany, Europe",15000000,EUR,18163435,2021-06-11,Early Stage Venture,,,,Yes,Incari is a developer of next-generation human-to-machine interfaces.,"Developer Tools, Information Technology, Software",,https://www.incari.com,$1M to $10M,15000000,EUR,18163435,Early Stage Venture,1,Lukasz Gadowski,4,,"Gunnar Graef, Lukasz Gadowski, Pius Equity, Wunderkind Invest","172,369"
Pre Seed Round - independesk,https://www.crunchbase.com/funding_round/independesk-pre-seed--e6fdaf37,independesk,https://www.crunchbase.com/organization/independesk,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2021-03-24,Seed,,,,Yes,"Workspace Platform, Coworking Provider and SaaS for Management of Hybrid Working","Internet, Mobile Apps, Rental, SaaS",,https://independesk.com/,$1M to $10M,,,,Seed,1,,2,,"seed + speed Ventures, Social Chain","98,845"
Series D - Infarm,https://www.crunchbase.com/funding_round/infarm-series-d--92c7a71a,Infarm,https://www.crunchbase.com/organization/infarm,Series D,"Berlin, Berlin, Germany, Europe",200000000,USD,200000000,2021-12-16,Late Stage Venture,800000000,USD,800000000,Yes,Infarm builds and distributes efficient vertical farms throughout cities.,"Agriculture, AgTech, Farming, Machine Learning",,https://infarm.com,$500M to $1B,604522397,USD,604522397,Late Stage Venture,12,Qatar Investment Authority,7,3,"AENU, Atomico, Bonnier Ventures, Hanaco Venture Capital, Lightrock, Partners in Equity, Qatar Investment Authority","341,543"
Venture Round - Infarm,https://www.crunchbase.com/funding_round/infarm-series-unknown--778bb1cf,Infarm,https://www.crunchbase.com/organization/infarm,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",100000000,USD,100000000,2021-03-05,,,,,Yes,Infarm builds and distributes efficient vertical farms throughout cities.,"Agriculture, AgTech, Farming, Machine Learning",,https://infarm.com,$500M to $1B,604522397,USD,604522397,Late Stage Venture,12,,2,2,"Atomico, Hanaco Venture Capital","331,585"
Seed Round - INHUBBER,https://www.crunchbase.com/funding_round/inhubber-seed--6f32cda2,INHUBBER,https://www.crunchbase.com/organization/inhubber,Seed,"Berlin, Berlin, Germany, Europe",1000000,EUR,1177856,2021-04-01,Seed,3200000,EUR,3769140,Yes,INHUBBER is the world's safest SaaS contract lifecycle management platform with a native digital signature.,"Artificial Intelligence (AI), B2B, Blockchain, Information Technology, SaaS, Small and Medium Businesses",,https://inhubber.com/,Less than $1M,1845000,EUR,2161195,Seed,7,Investitionsbank Berlin,1,,Investitionsbank Berlin,"246,469"
Seed Round - INHUBBER,https://www.crunchbase.com/funding_round/inhubber-seed--1e3672f3,INHUBBER,https://www.crunchbase.com/organization/inhubber,Seed,"Berlin, Berlin, Germany, Europe",,,,2021-02-01,Seed,,,,Yes,INHUBBER is the world's safest SaaS contract lifecycle management platform with a native digital signature.,"Artificial Intelligence (AI), B2B, Blockchain, Information Technology, SaaS, Small and Medium Businesses",,https://inhubber.com/,Less than $1M,1845000,EUR,2161195,Seed,7,,1,,MECHIK GmbH,"297,895"
Seed Round - INPERA,https://www.crunchbase.com/funding_round/inpera-seed--caf80846,INPERA,https://www.crunchbase.com/organization/inpera,Seed,"Berlin, Berlin, Germany, Europe",,,,2021-02-18,Seed,3000000,EUR,3627591,Yes,Consulting and platform for digital procurement and data analyses,"Building Material, Construction, Information Technology, Real Estate, Software",,https://www.inpera.net,$1M to $10M,,,,Seed,3,,1,,Companisto,"388,358"
Pre Seed Round - Insightful,https://www.crunchbase.com/funding_round/insightfulme-pre-seed--8d99f520,Insightful,https://www.crunchbase.com/organization/insightfulme,Pre-Seed,"Berlin, Berlin, Germany, Europe",170000,EUR,198684,2021-09-22,Seed,,,,Yes,Insightful is an application that provides educational videos.,"Digital Entertainment, EdTech, Mobile Apps",,https://www.insightfulme.com/,Less than $1M,170000,EUR,198684,Seed,1,Antler,1,3,Antler,"90,188"
Seed Round - INZMO,https://www.crunchbase.com/funding_round/inzmo-seed--ff6e51a8,INZMO,https://www.crunchbase.com/organization/inzmo,Seed,"Berlin, Berlin, Germany, Europe",3100000,EUR,3757198,2021-01-28,Seed,,,,Yes,Ecosystem of insurance and financial services for the rental industry,"Apps, E-Commerce Platforms, Financial Services, Insurance, InsurTech, IT Infrastructure, Mobile",,http://www.inzmo.com,$1M to $10M,7871906,USD,7871906,Seed,5,Change Ventures,2,1,"Change Ventures, Helvetia Venture Fund","163,787"
Series A - Jina AI,https://www.crunchbase.com/funding_round/jina-ai-series-a--04f4ce58,Jina AI,https://www.crunchbase.com/organization/jina-ai,Series A,"Berlin, Berlin, Germany, Europe",30000000,USD,30000000,2021-11-22,Early Stage Venture,,,,Yes,Empowering businesses and developers to build neural search solutions in minutes at scale.,"Artificial Intelligence (AI), Cloud Data Services, Machine Learning, Open Source, Software",,https://jina.ai,$1M to $10M,37500000,USD,37500000,Early Stage Venture,3,Canaan Partners,5,3,"Canaan Partners, GGV Capital, Mango Capital, SAP.iO, Yunqi Partners","142,836"
Series B - JOKR,https://www.crunchbase.com/funding_round/jokr-series-b--29a6290a,JOKR,https://www.crunchbase.com/organization/jokr,Series B,"Berlin, Berlin, Germany, Europe",260000000,USD,260000000,2021-12-02,Early Stage Venture,940000000,USD,940000000,Yes,JOKR is a grocery and delivery platform that provides hyper-local product delivery services.,"Delivery, Delivery Service, Grocery, Local Shopping, Retail",,http://www.jokr.com,$1B to $10B,530000000,USD,530000000,Late Stage Venture,6,,12,4,"Activant Capital, Balderton Capital, Banana Capital, G Squared, Greycroft, HV Capital, Karman Ventures (fka Moving Capital), Market One Capital, Notable Capital, Ralf Wenzel, SoftBank, Tiger Global Management","312,640"
Series A - JOKR,https://www.crunchbase.com/funding_round/jokr-series-a--df2cc710,JOKR,https://www.crunchbase.com/organization/jokr,Series A,"Berlin, Berlin, Germany, Europe",170000000,USD,170000000,2021-07-20,Early Stage Venture,,,,Yes,JOKR is a grocery and delivery platform that provides hyper-local product delivery services.,"Delivery, Delivery Service, Grocery, Local Shopping, Retail",,http://www.jokr.com,$1B to $10B,530000000,USD,530000000,Late Stage Venture,6,"Balderton Capital, Notable Capital, Tiger Global Management",12,4,"Activant Capital, Balderton Capital, Banana Capital, FJ Labs, Greycroft, HV Capital, Kaszek, Market One Capital, monashees, Notable Capital, SoftBank, Tiger Global Management","623,752"
Seed Round - jooli.com,https://www.crunchbase.com/funding_round/jooli-com-gmbh-seed--2d519076,jooli.com,https://www.crunchbase.com/organization/jooli-com-gmbh,Seed,"Berlin, Berlin, Germany, Europe",800000,EUR,927966,2021-11-01,Seed,,,,Yes,jooli.com is a video shopping app that offers retailers individual advice.,"Apps, E-Commerce, Retail, Software",,https://www.jooli.com/,,2500000,EUR,2792328,Seed,3,,,,,"289,238"
Pre Seed Round - jooli.com,https://www.crunchbase.com/funding_round/jooli-com-gmbh-pre-seed--fc4da61c,jooli.com,https://www.crunchbase.com/organization/jooli-com-gmbh,Pre-Seed,"Berlin, Berlin, Germany, Europe",500000,EUR,579697,2021-10-01,Seed,,,,Yes,jooli.com is a video shopping app that offers retailers individual advice.,"Apps, E-Commerce, Retail, Software",,https://www.jooli.com/,,2500000,EUR,2792328,Seed,3,,,,,"313,661"
Pre Seed Round - JUCR,https://www.crunchbase.com/funding_round/jucr-pre-seed--bcbdab39,JUCR,https://www.crunchbase.com/organization/jucr,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2021-01-20,Seed,,,,Yes,Charging Plattform for EVs,Software,,https://www.jucr.de,,32700000,EUR,34118509,Seed,4,,,,,"430,388"
Pre Seed Round - Jungle Program,https://www.crunchbase.com/funding_round/jungle-program-pre-seed--ab3af0a2,Jungle Program,https://www.crunchbase.com/organization/jungle-program,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2021-09-01,Seed,,,,Yes,Jungle Program helps guide developers through their technical challenges.,"Corporate Training, Education, Higher Education, Software",,https://www.jungleprogram.com,Less than $1M,,,,Seed,2,,,,,"287,365"
Seed Round - Jurafuchs,https://www.crunchbase.com/funding_round/jurafuchs-seed--a9b198df,Jurafuchs,https://www.crunchbase.com/organization/jurafuchs,Seed,"Berlin, Berlin, Germany, Europe",,,,2021-02-01,Seed,,,,Yes,Jurafuchs provides legal education via a mobile app.,"Legal, Legal Tech",,https://www.jurafuchs.de/,Less than $1M,,,,Seed,1,,2,,"IBB Ventures, Stephanie Hundertmark","103,412"
Pre Seed Round - Kadmos,https://www.crunchbase.com/funding_round/kadmos-pre-seed--ce389890,Kadmos,https://www.crunchbase.com/organization/kadmos,Pre-Seed,"Berlin, Berlin, Germany, Europe",800000,USD,800000,2021-02-20,Seed,,,,Yes,Kadmos is a payment solution that focuses on salary payments for migrant workers.,"Financial Services, FinTech, Payments",,https://www.kadmos.io/,,39377496,USD,39377496,Early Stage Venture,3,Atlantic Labs,1,,Atlantic Labs,"166,311"
Series A - keleya,https://www.crunchbase.com/funding_round/keleya-series-a--1bfbd9fe,keleya,https://www.crunchbase.com/organization/keleya,Series A,"Berlin, Berlin, Germany, Europe",3000000,EUR,3552448,2021-09-01,Early Stage Venture,,,,Yes,keleya - The #1 maternity care provider in Germany,"Child Care, Health Care, Lifestyle, Nutrition, Personal Health, Wellness, Women's",,https://keleya.de,Less than $1M,3000000,EUR,3552448,Early Stage Venture,5,,,,,"443,150"
Series A - Kenbi,https://www.crunchbase.com/funding_round/herzsache-gmbh-series-a--27bb6abb,Kenbi,https://www.crunchbase.com/organization/herzsache-gmbh,Series A,"Berlin, Berlin, Germany, Europe",23500000,EUR,26634418,2021-12-16,Early Stage Venture,,,,Yes,Kenbi is a nurse centric outpatient care company.,"Elder Care, Health Care",,http://www.kenbi.de,$50M to $100M,30500000,EUR,35146422,Early Stage Venture,4,Endeavour Vision,9,5,"aldeA Ventures, Amino Collective, Endeavour Vision, Headline, Heartcore Capital, Mutschler Ventures AG, Partech, redalpine, Silicon Valley Bank","34,251"
Seed Round - Kenbi,https://www.crunchbase.com/funding_round/herzsache-gmbh-seed--b7ae60c6,Kenbi,https://www.crunchbase.com/organization/herzsache-gmbh,Seed,"Berlin, Berlin, Germany, Europe",7000000,EUR,8512004,2021-01-11,Seed,,,,Yes,Kenbi is a nurse centric outpatient care company.,"Elder Care, Health Care",,http://www.kenbi.de,$50M to $100M,30500000,EUR,35146422,Early Stage Venture,4,redalpine,5,3,"Amino Collective, Headline, Heartcore Capital, Partech, redalpine","365,152"
Seed Round - Kianava,https://www.crunchbase.com/funding_round/kianava-seed--fe363c7b,Kianava,https://www.crunchbase.com/organization/kianava,Seed,"Berlin, Berlin, Germany, Europe",,,,2021-06-02,Seed,,,,Yes,"Kianava is a medical platform that offers consultation, chronic pain treatment, gastrointestinal diseases, and women's health services.","Health Care, Medical, Wellness",,https://kianava.de/,Less than $1M,,,,Seed,1,,,,,"143,317"
Angel Round - Kidling,https://www.crunchbase.com/funding_round/kidling-angel--3a33f985,Kidling,https://www.crunchbase.com/organization/kidling,Angel,"Berlin, Berlin, Germany, Europe",1000000,EUR,1128731,2021-12-21,Seed,,,,Yes,"Kidling offers digital daycare solution for providers, daycare managers, educators, and parents.","Child Care, Children, Nursing and Residential Care",,https://kidling.de/,Less than $1M,1000000,EUR,1128731,Seed,2,,1,,Florian Sieber,"618,066"
Angel Round - KidsCircle.io,https://www.crunchbase.com/funding_round/kidscircle-io-angel--d3f8b550,KidsCircle.io,https://www.crunchbase.com/organization/kidscircle-io,Angel,"Berlin, Berlin, Germany, Europe",,,,2021-05-12,Seed,,,,Yes,KidsCircle is a provider of childcare services via live-stream.,"Children, E-Learning, Education, Service Industry",,https://www.kidscircle.io/,,,,,Seed,2,,6,,"Carole Ackermann, Corinne Rohner, Daniela Hinrichs, Isabel Carbotta, Nicole Herzog, Phyllis Studerus","668,965"
Seed Round - KILT Protocol,https://www.crunchbase.com/funding_round/kilt-protocol-seed--748fab44,KILT Protocol,https://www.crunchbase.com/organization/kilt-protocol,Seed,"Berlin, Berlin, Germany, Europe",,,,2021-03-23,Seed,,,,Yes,"KILT Protocol is an open-source blockchain protocol for creating Web 3.0 credentials that are verifiable, revocable, and anonymous.","Blockchain, Internet, Online Portals",,https://www.kilt.io/follow-us/get-in-touch/,$1M to $10M,,,,,3,,4,,"CryptoViet Ventures, George Burke, NewTribe Capital, Pnyx Ventures","212,256"
Seed Round - Kindaling,https://www.crunchbase.com/funding_round/kindaling-seed--89e52f41,Kindaling,https://www.crunchbase.com/organization/kindaling,Seed,"Berlin, Berlin, Germany, Europe",,,,2021-01-25,Seed,,,,Yes,Kindaling is the leading online platform for kids and family activities in DACH,"Children, Education, Events, Leisure, Online Portals",,http://kindaling.de,$1M to $10M,,,,Seed,1,IBB Ventures,3,,"Alex Sutter, Christian Dereser, IBB Ventures","158,720"
Seed Round - Kitchenful,https://www.crunchbase.com/funding_round/kitchenful-seed--1ecc9e16,Kitchenful,https://www.crunchbase.com/organization/kitchenful,Seed,"Berlin, Berlin, Germany, Europe",1900000,USD,1900000,2021-10-21,Seed,,,,Yes,"Kitchenful is an app for personalized recommendations of recipes, which gets users the ingredients delivered from their local supermarket.","Delivery, Food and Beverage, Grocery, Retail",,https://www.kitchenful.com,$10M to $50M,2025000,USD,2025000,Seed,2,"Goodwater Capital, Jabbar Internet Group, VentureFriends",9,1,"David Fischer, Goodwater Capital, Jabbar Internet Group, Maik Ludewig, Samih Toukan, Valentin Stalf, VentureFriends, Victor Henning, Y Combinator","146,076"
Pre Seed Round - Kitchenful,https://www.crunchbase.com/funding_round/kitchenful-pre-seed--82a1048e,Kitchenful,https://www.crunchbase.com/organization/kitchenful,Pre-Seed,"Berlin, Berlin, Germany, Europe",125000,USD,125000,2021-08-31,Seed,,,,Yes,"Kitchenful is an app for personalized recommendations of recipes, which gets users the ingredients delivered from their local supermarket.","Delivery, Food and Beverage, Grocery, Retail",,https://www.kitchenful.com,$10M to $50M,2025000,USD,2025000,Seed,2,Y Combinator,1,,Y Combinator,"362,391"
Seed Round - Kittl,https://www.crunchbase.com/funding_round/heritage-type-seed--099e7973,Kittl,https://www.crunchbase.com/organization/heritage-type,Seed,"Berlin, Berlin, Germany, Europe",1900000,USD,1900000,2021-10-08,Seed,,,,Yes,Kittl is a design platform that allows creatives to create personal and commercial designs.,"Content Creators, Graphic Design, Photo Editing, Software",,https://www.kittl.com,$1M to $10M,49664975,USD,49664975,Early Stage Venture,3,Speedinvest,8,4,"Björn Kolbmüller, BLN Capital, Expedite Ventures, Joyance Partners, Karl Christian Vogel, Paul Schwarzenholz, Shio Capital, Speedinvest","235,888"
Angel Round - KKN & PARTNER,https://www.crunchbase.com/funding_round/kkn-partner-angel--eeeade98,KKN & PARTNER,https://www.crunchbase.com/organization/kkn-partner,Angel,"Berlin, Berlin, Germany, Europe",275000,EUR,318988,2021-11-01,Seed,1600000,EUR,1855931,Yes,KKN & Partner is a venture capital firm that invests in up-and-coming startups and business ideas.,Impact Investing,,https://www.dschung.berlin,,275000,EUR,318988,Seed,1,,,,,"419,635"
Seed Round - Klim,https://www.crunchbase.com/funding_round/klim-seed--d306320a,Klim,https://www.crunchbase.com/organization/klim,Seed,"Berlin, Berlin, Germany, Europe",,,,2021-03-20,Seed,,,,Yes,Klim mission is to scale up regenerative agriculture to make agriculture part of the climate solution,"Agriculture, Impact Investing, Software, Sustainability",,https://klim.eco,$1M to $10M,28506396,USD,28506396,Early Stage Venture,5,Ananda Impact Ventures,5,1,"Ananda Impact Ventures, Blue Impact Ventures, Gemüsering, kopa ventures, Lawrence Leuschner","140,691"
Seed Round - Kombuchery,https://www.crunchbase.com/funding_round/kombuchery-seed--d9cd346d,Kombuchery,https://www.crunchbase.com/organization/kombuchery,Seed,"Berlin, Berlin, Germany, Europe",,,,2021-11-18,Seed,,,,Yes,Organic and probiotic kombucha as the refreshing alternative to soft drinks,"E-Commerce, Food and Beverage, Food Delivery, Organic Food, Subscription Service",,https://www.kombuchery.de,$1M to $10M,,,,Seed,3,True Growth Capital,11,,"Caesar Business Angels, Christian Willem, DTC Ventures, Julius Göllner, Julius Ruessmann, Kay Uplegger, Mathis Schuller, Matthias Steinforth, Oliver Stahl, Simon Biela, True Growth Capital","269,148"
Pre Seed Round - Konfetti,https://www.crunchbase.com/funding_round/konfetti-pre-seed--84e83500,Konfetti,https://www.crunchbase.com/organization/konfetti,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2021-09-01,Seed,,,,Yes,Konfetti is an online booking platform for workshops and events.,"E-Learning, Education, Events, Online Portals, Training",,https://gokonfetti.com,,2000000,EUR,2119641,Seed,2,,,,,"34,884"
Series B - Kontist,https://www.crunchbase.com/funding_round/kontist-series-b--dc4d3781,Kontist,https://www.crunchbase.com/organization/kontist,Series B,"Berlin, Berlin, Germany, Europe",25000000,EUR,29532256,2021-03-24,Early Stage Venture,,,,Yes,Kontist is neo-bank & tax advisory for freelancers all in one,"Accounting, Banking, Finance, Financial Services, Non Profit, Payments, Tax Consulting",,https://kontist.com/,$10M to $50M,53238600,USD,53238600,M&A,6,Founders,2,1,"Founders, Haufe-Lexware","421,981"
Convertible Note - Konvi,https://www.crunchbase.com/funding_round/konvi-convertible-note--9b166483,Konvi,https://www.crunchbase.com/organization/konvi,Convertible Note,"Berlin, Berlin, Germany, Europe",,,,2021-03-01,,,,,No,"Konvi app is the European crowdfunding platform enabling partial ownership into high-yielding, luxury assets.","Asset Management, Crowdfunding, Financial Services, Mobile Apps, Web Apps",,https://konvi.app,,900000,USD,900000,Seed,3,Invest Northern Ireland,1,,Invest Northern Ireland,"491,313"
Convertible Note - Konvi,https://www.crunchbase.com/funding_round/konvi-convertible-note--3ef76f2a,Konvi,https://www.crunchbase.com/organization/konvi,Convertible Note,"Berlin, Berlin, Germany, Europe",,,,2021-09-01,,,,,No,"Konvi app is the European crowdfunding platform enabling partial ownership into high-yielding, luxury assets.","Asset Management, Crowdfunding, Financial Services, Mobile Apps, Web Apps",,https://konvi.app,,900000,USD,900000,Seed,3,APX,1,,APX,"529,003"
Venture Round - Kopernikus Automotive,https://www.crunchbase.com/funding_round/kopernikus-automotive-series-unknown--66e62023,Kopernikus Automotive,https://www.crunchbase.com/organization/kopernikus-automotive,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",,,,2021-08-04,,,,,Yes,"Kopernikus Automotive is an autonomous car, self-driving car, middleware, store, commerce, and car tuning company.","Automotive, Autonomous Vehicles, Information Technology",,http://www.kopernikusauto.com,$1M to $10M,3000000,EUR,3271395,,3,,4,,"AMAG, Continental, Golzern Holding GmbH, TGFS - Technologiegründerfonds Sachsen","508,114"
Seed Round - Kowry Energy,https://www.crunchbase.com/funding_round/kowry-energy-seed--39118ef9,Kowry Energy,https://www.crunchbase.com/organization/kowry-energy,Seed,"Berlin, Berlin, Germany, Europe",,,,2021-06-30,Seed,,,,Yes,"Kowry Energy is a sustainability-driven energy service provider, offering tailor-made solutions to local independent energy companies.",Energy,,https://kowryenergy.com/,Less than $1M,,,,Seed,1,Rolls-Royce,1,,Rolls-Royce,"97,778"
Series A - Krankenhaus,https://www.crunchbase.com/funding_round/krankenhaus-series-a--f3b9cee1,Krankenhaus,https://www.crunchbase.com/organization/krankenhaus,Series A,"Berlin, Berlin, Germany, Europe",2000000,EUR,2344630,2021-03-30,Early Stage Venture,,,,Yes,Krankenhaus operates as an e-health startup.,"Health Care, Medical",,https://www.krankenhaus.de/,Less than $1M,2000000,EUR,2344630,Early Stage Venture,2,Samedi,3,,"Capacura, IBB Ventures, Samedi","147,884"
Seed Round - Kwara,https://www.crunchbase.com/funding_round/kwara-seed--392d0395,Kwara,https://www.crunchbase.com/organization/kwara,Seed,"Berlin, Berlin, Germany, Europe",4000000,USD,4000000,2021-12-09,Seed,,,,Yes,Kwara is on a mission to improve financial health in emerging markets. We believe the fastest way to get there is through credit unions,Information Technology,,https://www.kwara.com/,$1M to $10M,7180000,USD,7180000,Seed,5,Breega,13,1,"Breega, Chris Adelsbach, Do Good Invest, DOB Equity, FINCA Ventures, Future Africa, Globivest, Launch Africa, NGM Ventures, Raba Partnership, RoboCap, Samurai Incubate, SoftBank Vision Fund Emerge Program","199,950"
Pre Seed Round - Kwest,https://www.crunchbase.com/funding_round/aveo-pre-seed--e810b91d,Kwest,https://www.crunchbase.com/organization/aveo,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2021-11-29,Seed,,,,Yes,"Renewable energy installers use Kwest to create visibility across their projects, optimize day-to-day operations, and automate manual tasks.",Software,,https://getkwest.com/,,,,,M&A,1,,3,,"another.vc, Speedinvest, Tiny VC","191,987"
Series B - Labforward,https://www.crunchbase.com/funding_round/labforward-series-b--ab7e2d0b,Labforward,https://www.crunchbase.com/organization/labforward,Series B,"Berlin, Berlin, Germany, Europe",3000000,EUR,3604444,2021-05-04,Early Stage Venture,,,,Yes,Labforward supports laboratory teams on their quest for groundbreaking discoveries and delivering innovative high-quality products.,"Biotechnology, Enterprise Software, Information Services, Information Technology, Life Science, Software",,https://www.labforward.io,,15425000,EUR,18106267,Early Stage Venture,4,IBB Ventures,1,,IBB Ventures,"72,491"
Series B - Labforward,https://www.crunchbase.com/funding_round/labforward-series-b--9174fd5b,Labforward,https://www.crunchbase.com/organization/labforward,Series B,"Berlin, Berlin, Germany, Europe",5000000,EUR,6109878,2021-01-08,Early Stage Venture,,,,Yes,Labforward supports laboratory teams on their quest for groundbreaking discoveries and delivering innovative high-quality products.,"Biotechnology, Enterprise Software, Information Services, Information Technology, Life Science, Software",,https://www.labforward.io,,15425000,EUR,18106267,Early Stage Venture,4,"2mag-USA, Tecan",3,1,"2mag-USA, Peppermint Venture Partners, Tecan","304,572"
Seed Round - Laori Drinks,https://www.crunchbase.com/funding_round/laori-drinks-seed--e5107b4a,Laori Drinks,https://www.crunchbase.com/organization/laori-drinks,Seed,"Berlin, Berlin, Germany, Europe",100000,EUR,120148,2021-05-04,Seed,,,,Yes,Laori Drinks is an online seller of non-alcoholic drinks.,Food and Beverage,,https://www.laoridrinks.com/,,100000,EUR,120148,Seed,2,Faraday Venture Partners,1,,Faraday Venture Partners,"171,375"
Seed Round - Layer,https://www.crunchbase.com/funding_round/layer-3c42-seed--d4c463ac,Layer,https://www.crunchbase.com/organization/layer-3c42,Seed,"Berlin, Berlin, Germany, Europe",250000,USD,250000,2021-07-15,Seed,,,,Yes,We are building the connective tissue for spreadsheets.,"Information Technology, SaaS, Software",,https://golayer.io,$1M to $10M,6738408,USD,6738408,M&A,3,,1,,FOG Ventures,"418,260"
Pre Seed Round - LegalAI,https://www.crunchbase.com/funding_round/legalai-pre-seed--5fd3348c,LegalAI,https://www.crunchbase.com/organization/legalai,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2021-01-18,Seed,,,,Yes,LegalAI automates the litigation process through artificial intelligence.,Artificial Intelligence (AI),"Women Founded, Women Led",https://www.legalai.io/,,,,,Seed,2,,1,,Entrepreneur First,"111,276"
Pre Seed Round - lemon.markets,https://www.crunchbase.com/funding_round/lemon-markets-pre-seed--88e25fb2,lemon.markets,https://www.crunchbase.com/organization/lemon-markets,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2021-01-11,Seed,,,,Yes,"Lemon.markets is a FinTech platform that offers an easy-to-use API for stock trading, order execution, and market data retrieval.","Developer APIs, Enterprise Applications, Financial Services, FinTech, Trading Platform",,https://lemon.markets,$1M to $10M,27000000,EUR,29481316,Seed,3,"Creandum, System.One",3,1,"Angel Invest, Creandum, System.One","582,657"
Series B - Lengoo,https://www.crunchbase.com/funding_round/lengoo-gmbh-series-b--cfd0484e,Lengoo,https://www.crunchbase.com/organization/lengoo-gmbh,Series B,"Berlin, Berlin, Germany, Europe",30000000,USD,30000000,2021-02-09,Early Stage Venture,,,,Yes,Enterprise platform for expert AI systems,"Artificial Intelligence (AI), Machine Learning, Natural Language Processing, Software",,https://www.lengoo.com,$1M to $10M,36578103,USD,36578103,Early Stage Venture,3,Inkef,9,1,"Atempo Growth, Creathor Ventures, Inkef, Matthias Hilpert, Michael Schmitt, Polipo Ventures, redalpine, Techstars, Volker Pyrtek","176,786"
Seed Round - Lhotse,https://www.crunchbase.com/funding_round/lhotse-seed--8f07f0cd,Lhotse,https://www.crunchbase.com/organization/lhotse,Seed,"Berlin, Berlin, Germany, Europe",5000000,EUR,5905747,2021-09-13,Seed,,,,Yes,Lhotse is an intuitive SaaS platform that automates and simplifies procurement,"Enterprise Software, Information Technology, Procurement, Software",,https://www.lhotse.de/en/,,5000000,EUR,5905747,Seed,1,"Cavalry Ventures, SquareOne Venture Capital",7,,"Cavalry Ventures, Christopher Oster, Felix Jahn, Katharina Gehra, Patrick Andrae, Philipp Kloeckner, SquareOne Venture Capital","73,546"
Pre Seed Round - Liefergrün,https://www.crunchbase.com/funding_round/liefergrün-pre-seed--8b200d4f,Liefergrün,https://www.crunchbase.com/organization/liefergrün,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2021-02-22,Seed,,,,Yes,Liefergrün is a technology platform striving for the most convenient and sustainable delivery experience in e-commerce.,"E-Commerce, Logistics",,https://www.sendit.green/,,22000000,EUR,22864682,,5,better ventures,5,,"better ventures, Julius Göllner, Philipp Petrescu, Sven Rittau, Vireo Ventures","470,499"
