Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,Investor Names,CB Rank (Funding Round)
Private Equity Round - DARAG Group,https://www.crunchbase.com/funding_round/darag-deutsche-versicherungs-und-rückversicherungs-private-equity--0a556a45,DARAG Group,https://www.crunchbase.com/organization/darag-deutsche-versicherungs-und-rückversicherungs,Private Equity,"Hamburg, Hamburg, Germany, Europe",260000000,EUR,303953144,2018-07-31,Private Equity,,,,Yes,DARAG Group is an insurance and reinsurance company that develops and designs legacy solutions.,"Financial Services, Insurance, InsurTech",,https://darag-group.com,,260000000,EUR,303953144,M&A,1,"Aleph Capital Partners, Crestview Partners",3,3,"Aleph Capital Partners, Crestview Partners, Keyhaven Capital Partners","222,941"
Pre Seed Round - DataBorg,https://www.crunchbase.com/funding_round/databorg-pre-seed--766fcd08,DataBorg,https://www.crunchbase.com/organization/databorg,Pre-Seed,"Hamburg, Hamburg, Germany, Europe",500000,USD,500000,2024-02-15,Seed,,,,Yes,"DataBorg - Better Data, Smarter AIs. Foundation models turning unstructured data into structured data.","Analytics, Artificial Intelligence (AI), Consulting, Information Technology",,https://www.databorg.ai,,550000,USD,550000,Seed,2,,1,,FLYACTS,"41,298"
Angel Round - DataBorg,https://www.crunchbase.com/funding_round/databorg-angel--b8d85516,DataBorg,https://www.crunchbase.com/organization/databorg,Angel,"Hamburg, Hamburg, Germany, Europe",50000,USD,50000,2024-01-01,Seed,,,,Yes,"DataBorg - Better Data, Smarter AIs. Foundation models turning unstructured data into structured data.","Analytics, Artificial Intelligence (AI), Consulting, Information Technology",,https://www.databorg.ai,,550000,USD,550000,Seed,2,,,,,"210,705"
Venture Round - DealCircle,https://www.crunchbase.com/funding_round/dealcircle-79d4-series-unknown--970ad271,DealCircle,https://www.crunchbase.com/organization/dealcircle-79d4,Venture - Series Unknown,"Hamburg, Hamburg, Germany, Europe",,,,2024-06-20,,,,,Yes,DealCircle is a digital M&A solution connecting corporate finance advisors with investors,Financial Services,,http://www.dealcircle.de,,,,,,2,Round2 Capital Partners,1,1,Round2 Capital Partners,"27,225"
Pre Seed Round - DealCircle,https://www.crunchbase.com/funding_round/dealcircle-79d4-pre-seed--a94147a7,DealCircle,https://www.crunchbase.com/organization/dealcircle-79d4,Pre-Seed,"Hamburg, Hamburg, Germany, Europe",,,,2018-07-16,Seed,,,,Yes,DealCircle is a digital M&A solution connecting corporate finance advisors with investors,Financial Services,,http://www.dealcircle.de,,,,,,2,,,,,"310,638"
Seed Round - dealcode AI,https://www.crunchbase.com/funding_round/dealcode-gmbh-seed--ce66c906,dealcode AI,https://www.crunchbase.com/organization/dealcode-gmbh,Seed,"Hamburg, Hamburg, Germany, Europe",1888000,USD,1888000,2023-06-20,Seed,,,,Yes,End-to-End Sales Automation,"Artificial Intelligence (AI), Lead Generation, Machine Learning, Natural Language Processing, Predictive Analytics, SaaS, Sales Automation, Software",,https://www.dealcode.ai,$1M to $10M,3017016,USD,3017016,Seed,3,,4,,"APX, Benjamin Schroeter, Fährhaus Equity Invest, H2 Investments","90,974"
Grant - dealcode AI,https://www.crunchbase.com/funding_round/dealcode-gmbh-grant--283cdabb,dealcode AI,https://www.crunchbase.com/organization/dealcode-gmbh,Grant,"Hamburg, Hamburg, Germany, Europe",,,,2021-11-30,,,,,No,End-to-End Sales Automation,"Artificial Intelligence (AI), Lead Generation, Machine Learning, Natural Language Processing, Predictive Analytics, SaaS, Sales Automation, Software",,https://www.dealcode.ai,$1M to $10M,3017016,USD,3017016,Seed,3,IFB Innovationsstarter,1,,IFB Innovationsstarter,"528,250"
Pre Seed Round - dealcode AI,https://www.crunchbase.com/funding_round/dealcode-gmbh-pre-seed--31564a7b,dealcode AI,https://www.crunchbase.com/organization/dealcode-gmbh,Pre-Seed,"Hamburg, Hamburg, Germany, Europe",1000000,EUR,1129016,2021-12-15,Seed,,,,Yes,End-to-End Sales Automation,"Artificial Intelligence (AI), Lead Generation, Machine Learning, Natural Language Processing, Predictive Analytics, SaaS, Sales Automation, Software",,https://www.dealcode.ai,$1M to $10M,3017016,USD,3017016,Seed,3,"APX, Benjamin Schroeter",2,1,"APX, Benjamin Schroeter","328,466"
Private Equity Round - Deposit Solutions,https://www.crunchbase.com/funding_round/deposit-solutions-private-equity--f0fd049d,Deposit Solutions,https://www.crunchbase.com/organization/deposit-solutions,Private Equity,"Hamburg, Hamburg, Germany, Europe",100000000,USD,100000000,2018-08-15,Private Equity,400000000,USD,400000000,Yes,Deposit Solutions is provider of the open banking platform for deposits connecting banks and depositors.,"Banking, Financial Services, FinTech",,http://www.deposit-solutions.com/,$1M to $10M,198871071,USD,198871071,M&A,6,Vitruvian Partners,4,1,"Greycroft, Headline, Kinnevik, Vitruvian Partners","309,717"
Venture Round - Deposit Solutions,https://www.crunchbase.com/funding_round/deposit-solutions-series-unknown--3fab9aa1,Deposit Solutions,https://www.crunchbase.com/organization/deposit-solutions,Venture - Series Unknown,"Hamburg, Hamburg, Germany, Europe",50000000,EUR,55226345,2019-09-19,,970000000,EUR,1071391096,Yes,Deposit Solutions is provider of the open banking platform for deposits connecting banks and depositors.,"Banking, Financial Services, FinTech",,http://www.deposit-solutions.com/,$1M to $10M,198871071,USD,198871071,M&A,6,Deutsche Bank,1,,Deutsche Bank,"518,490"
Series C - Deposit Solutions,https://www.crunchbase.com/funding_round/deposit-solutions-series-c--ec714571,Deposit Solutions,https://www.crunchbase.com/organization/deposit-solutions,Series C,"Hamburg, Hamburg, Germany, Europe",20000000,USD,20000000,2017-11-30,Late Stage Venture,,,,Yes,Deposit Solutions is provider of the open banking platform for deposits connecting banks and depositors.,"Banking, Financial Services, FinTech",,http://www.deposit-solutions.com/,$1M to $10M,198871071,USD,198871071,M&A,6,"Greycroft, Headline",2,1,"Greycroft, Headline","510,194"
Private Equity Round - Deutsche Hausverwaltung Plus,https://www.crunchbase.com/funding_round/deutsche-hausverwaltung-plus-private-equity--5ba7630e,Deutsche Hausverwaltung Plus,https://www.crunchbase.com/organization/deutsche-hausverwaltung-plus,Private Equity,"Hamburg, Hamburg, Germany, Europe",,,,2021-09-01,Private Equity,,,,Yes,Deutsche Hausverwaltung Plus is a property management company that offers services for residential units and multi-family home segments.,"Property Management, Real Estate, Residential",,https://www.dhvplus.com/,,,,,Private Equity,1,TriSpan LLP,1,,TriSpan LLP,"80,544"
Seed Round - dezera,https://www.crunchbase.com/funding_round/dezera-seed--4be0f20e,dezera,https://www.crunchbase.com/organization/dezera,Seed,"Hamburg, Hamburg, Germany, Europe",,,,2019-04-05,Seed,,,,Yes,dezera helps to operate decentral cogeneration plants in a smarter way by making them reactive to short term energy prices.,"Energy, Energy Efficiency, SaaS",,https://dezera.de/,Less than $1M,,,,Seed,1,Agile Accelerator,1,,Agile Accelerator,"349,574"
Seed Round - DGTAL,https://www.crunchbase.com/funding_round/dgtal-seed--6ed6d8f7,DGTAL,https://www.crunchbase.com/organization/dgtal,Seed,"Hamburg, Hamburg, Germany, Europe",3000000,EUR,3212163,2023-09-08,Seed,,,,Yes,DGTAL is the first AI platform that will enable fully automated claims management by leveraging the power of unstructured data analytics.,"Artificial Intelligence (AI), Insurance, Machine Learning, SaaS",,https://dgtal.io/,,3000000,EUR,3212163,Seed,1,1750 Ventures,2,2,"1750 Ventures, Gossmann & Cie","94,580"
Grant - DivTax,https://www.crunchbase.com/funding_round/divtax-grant--4019a429,DivTax,https://www.crunchbase.com/organization/divtax,Grant,"Hamburg, Hamburg, Germany, Europe",100000,EUR,110077,2023-08-01,,,,,No,Fully-automated withholding tax reclaim platform to make your dividends tax-efficient.,"Finance, Financial Services, FinTech, Personal Finance, Stock Exchanges, Tax Consulting",,https://www.div.tax,,100000,EUR,110077,,1,,1,,Investitions- und Förderbank,"73,076"
Grant - DM-AirTech,https://www.crunchbase.com/funding_round/dm-airtech-grant--5ec87d0a,DM-AirTech,https://www.crunchbase.com/organization/dm-airtech,Grant,"Hamburg, Hamburg, Germany, Europe",,,,2023-07-10,,,,,No,DM-AirTech provides safe and effective aerial mobility and logistics by offering unique meteorological solutions and analytics.,"Aerospace, Manufacturing",,https://www.dm-airtech.com/,Less than $1M,,,,,1,Takeoff Accelerator,1,,Takeoff Accelerator,"115,926"
Seed Round - Dogs 'n Tiger,https://www.crunchbase.com/funding_round/dogs-n-tiger-seed--7ac53a51,Dogs 'n Tiger,https://www.crunchbase.com/organization/dogs-n-tiger,Seed,"Hamburg, Hamburg, Germany, Europe",,,,2024-08-27,Seed,,,,Yes,Dogs 'n Tiger is a manufacturer of animal foods and snacks.,Manufacturing,,https://dogs-tiger.de/,,,,,Seed,2,SevenAccelerator,1,1,SevenAccelerator,"21,487"
Seed Round - Dogs 'n Tiger,https://www.crunchbase.com/funding_round/dogs-n-tiger-seed--7d6dfc24,Dogs 'n Tiger,https://www.crunchbase.com/organization/dogs-n-tiger,Seed,"Hamburg, Hamburg, Germany, Europe",,,,2021-10-19,Seed,,,,Yes,Dogs 'n Tiger is a manufacturer of animal foods and snacks.,Manufacturing,,https://dogs-tiger.de/,,,,,Seed,2,,1,,SevenAccelerator,"317,706"
Pre Seed Round - Dudoxx,https://www.crunchbase.com/funding_round/dudoxx-pre-seed--ef741275,Dudoxx,https://www.crunchbase.com/organization/dudoxx,Pre-Seed,"Hamburg, Hamburg, Germany, Europe",400000,EUR,437032,2024-01-03,Seed,10000000,USD,10000000,Yes,Streamline Medical Documentation With Dudoxx,"Health Care, Medical Device, Software Engineering",,https://www.dudoxx.com,,400000,EUR,437032,Seed,1,,,,,"64,482"
Series B - DZ4,https://www.crunchbase.com/funding_round/dz-4-series-b--16d4e52b,DZ4,https://www.crunchbase.com/organization/dz-4,Series B,"Hamburg, Hamburg, Germany, Europe",7700000,EUR,8574658,2019-04-25,Early Stage Venture,,,,Yes,"DZ4 offers leasing, installation, and operation services of solar power systems and storage systems to household customers.","Consumer, Energy Management",,https://www.dz4.de/,Less than $1M,62700000,EUR,69360363,M&A,4,EnBW New Ventures,1,,EnBW New Ventures,"508,441"
Venture Round - DZ4,https://www.crunchbase.com/funding_round/dz-4-series-unknown--bdbf9611,DZ4,https://www.crunchbase.com/organization/dz-4,Venture - Series Unknown,"Hamburg, Hamburg, Germany, Europe",15000000,EUR,16577920,2023-04-13,,,,,Yes,"DZ4 offers leasing, installation, and operation services of solar power systems and storage systems to household customers.","Consumer, Energy Management",,https://www.dz4.de/,Less than $1M,62700000,EUR,69360363,M&A,4,,,,,"652,747"
Series B - E-Farm,https://www.crunchbase.com/funding_round/e-farm-com-series-b--c73406a7,E-Farm,https://www.crunchbase.com/organization/e-farm-com,Series B,"Hamburg, Hamburg, Germany, Europe",11000000,EUR,11764077,2023-05-31,Early Stage Venture,,,,Yes,E-FARM is the first full service provider for global and efficient trading of pre-owned farm equipment.,"Automotive, E-Commerce, Farming, Trading Platform",,https://e-farm.com/,$1M to $10M,17064077,USD,17064077,Early Stage Venture,4,,3,1,"Amathaon Capital, byWiT, CLAAS","113,782"
Venture Round - E-Farm,https://www.crunchbase.com/funding_round/e-farm-com-series-unknown--e33ce8c9,E-Farm,https://www.crunchbase.com/organization/e-farm-com,Venture - Series Unknown,"Hamburg, Hamburg, Germany, Europe",,,,2020-11-11,,,,,Yes,E-FARM is the first full service provider for global and efficient trading of pre-owned farm equipment.,"Automotive, E-Commerce, Farming, Trading Platform",,https://e-farm.com/,$1M to $10M,17064077,USD,17064077,Early Stage Venture,4,,1,,Aurelia Ventures,"590,492"
Series A - E-Farm,https://www.crunchbase.com/funding_round/e-farm-com-series-a--27e1f014,E-Farm,https://www.crunchbase.com/organization/e-farm-com,Series A,"Hamburg, Hamburg, Germany, Europe",5300000,USD,5300000,2020-10-01,Early Stage Venture,,,,Yes,E-FARM is the first full service provider for global and efficient trading of pre-owned farm equipment.,"Automotive, E-Commerce, Farming, Trading Platform",,https://e-farm.com/,$1M to $10M,17064077,USD,17064077,Early Stage Venture,4,byWiT,3,2,"Amathaon Capital, byWiT, CLAAS","403,479"
Pre Seed Round - EcoBeam,https://www.crunchbase.com/funding_round/ecobeam-pre-seed--12420cc4,EcoBeam,https://www.crunchbase.com/organization/ecobeam,Pre-Seed,"Hamburg, Hamburg, Germany, Europe",15000,EUR,15477,2022-08-11,Seed,,,,Yes,Ecobeam is a p2p for a greener future through improved resource allocation and a better climate.,Web Development,,https://buddyp2p.com,,15000,EUR,15477,Seed,1,Startupbootcamp Mobility & Transportation,1,,Startupbootcamp Mobility & Transportation,"166,734"
Venture Round - Egret,https://www.crunchbase.com/funding_round/egret-series-unknown--e38de613,Egret,https://www.crunchbase.com/organization/egret,Venture - Series Unknown,"Hamburg, Hamburg, Germany, Europe",,,,2021-08-19,,,,,Yes,Egret is a manufacturer of small and foldable e-scooters.,Manufacturing,,https://my-egret.com/int/,,,,,,1,,1,,Demeter Partners,"131,917"
Pre Seed Round - elbwalker,https://www.crunchbase.com/funding_round/elbwalker-pre-seed--43610cac,elbwalker,https://www.crunchbase.com/organization/elbwalker,Pre-Seed,"Hamburg, Hamburg, Germany, Europe",,,,2021-06-18,Seed,,,,Yes,Elbwalker is an open-source library to capture analytics events in the browser and send them to any destination.,"Analytics, Big Data, Data Integration, Open Source, Software",,http://www.elbwalker.com,,,,,Seed,1,,,,,"128,052"
Seed Round - Emmora,https://www.crunchbase.com/funding_round/emmora-seed--6fe30a11,Emmora,https://www.crunchbase.com/organization/emmora,Seed,"Hamburg, Hamburg, Germany, Europe",,,,2022-02-23,Seed,,,,Yes,Emmora is a platform of funeral services.,"Funerals, Information Services, Service Industry",,https://emmora.de,,,,,Seed,1,,7,1,"APX, Dr. Mathias Krahl, Ewald Walgenbach, IFB Innovationsstarter, Kerstin Schiefelbein, Marc Sasserath, Thomas Dadashi","157,068"
Pre Seed Round - EMPORIUM,https://www.crunchbase.com/funding_round/emporium-pre-seed--90203a03,EMPORIUM,https://www.crunchbase.com/organization/emporium,Pre-Seed,"Hamburg, Hamburg, Germany, Europe",150000,EUR,171615,2018-12-29,Seed,1000000,EUR,1144101,Yes,Using the blockchain to liquify the venture capital industry,Financial Services,,http://emporium.vc,,150000,EUR,171615,Seed,1,Lymbersky Capital & Asset Management,1,,Lymbersky Capital & Asset Management,"478,294"
Post-IPO Debt - Encavis,https://www.crunchbase.com/funding_round/capital-stage-post-ipo-debt--299e9dbe,Encavis,https://www.crunchbase.com/organization/capital-stage,Post-IPO Debt,"Hamburg, Hamburg, Germany, Europe",300000000,EUR,320409098,2024-06-26,,,,,No,Encavis is a producer of electricity from renewable energy sources.,"Energy, Renewable Energy, Solar",,http://www.encavis.com/,,300000000,EUR,320409098,M&A,1,,,,,"186,388"
Pre Seed Round - Entyre,https://www.crunchbase.com/funding_round/entyre-edc8-pre-seed--a1477966,Entyre,https://www.crunchbase.com/organization/entyre-edc8,Pre-Seed,"Hamburg, Hamburg, Germany, Europe",2000000,EUR,2337229,2021-09-28,Seed,,,,Yes,Entyre helps to provide technical solutions to identify and correct incorrect supplies.,"Health Care, Home Health Care, Medical, Personal Health",,https://www.entyre.de/,,2000000,EUR,2337229,Early Stage Venture,3,,2,1,"Heal Capital, Rheingau Founders","17,930"
Series A - Entyre,https://www.crunchbase.com/funding_round/entyre-edc8-series-a--e449d231,Entyre,https://www.crunchbase.com/organization/entyre-edc8,Series A,"Hamburg, Hamburg, Germany, Europe",,,,2022-11-07,Early Stage Venture,,,,Yes,Entyre helps to provide technical solutions to identify and correct incorrect supplies.,"Health Care, Home Health Care, Medical, Personal Health",,https://www.entyre.de/,,2000000,EUR,2337229,Early Stage Venture,3,Heal Capital,2,1,"Heal Capital, Helsana HealthInvest","221,548"
Pre Seed Round - Entyre,https://www.crunchbase.com/funding_round/entyre-edc8-pre-seed--31f66f0b,Entyre,https://www.crunchbase.com/organization/entyre-edc8,Pre-Seed,"Hamburg, Hamburg, Germany, Europe",,,,2020-07-24,Seed,,,,Yes,Entyre helps to provide technical solutions to identify and correct incorrect supplies.,"Health Care, Home Health Care, Medical, Personal Health",,https://www.entyre.de/,,2000000,EUR,2337229,Early Stage Venture,3,Rheingau Founders,1,1,Rheingau Founders,"673,200"
Venture Round - enyway,https://www.crunchbase.com/funding_round/enyway-hamburg-germany-series-unknown--54fffd2d,enyway,https://www.crunchbase.com/organization/enyway-hamburg-germany,Venture - Series Unknown,"Hamburg, Hamburg, Germany, Europe",,,,2017-04-17,,,,,Yes,enyway is an energy marketplace where green energy producers sell directly to consumers.,"Clean Energy, Energy, Energy Management, Marketplace, Renewable Energy",,https://enyway.com/,$10M to $50M,,,,,1,,1,,Eneco Ventures,"304,124"
Pre Seed Round - Eternal Power,https://www.crunchbase.com/funding_round/eternal-power-pre-seed--9e4068ef,Eternal Power,https://www.crunchbase.com/organization/eternal-power,Pre-Seed,"Hamburg, Hamburg, Germany, Europe",2000000,EUR,2157500,2023-09-01,Seed,,,,Yes,Global Integrated Mass Producer of Green Hydrogen and its Derivatives.,"Environmental Consulting, Logistics, Renewable Energy",,https://eternal-power.de,,2000000,EUR,2157500,Seed,1,,2,1,"Dieter Ammer, Grazia Equity","54,633"
Seed Round - ETIQL,https://www.crunchbase.com/funding_round/etiql-seed--d76e0b09,ETIQL,https://www.crunchbase.com/organization/etiql,Seed,"Hamburg, Hamburg, Germany, Europe",2200000,EUR,2351128,2022-05-25,Seed,,,,Yes,"ETIQL is a retail store that offers apparel, homeware, and lifestyle products.","Apparel, E-Commerce, Fashion, Home Decor, Lifestyle, Retail",,https://etiql.com,,2200000,EUR,2351128,Seed,1,,,,,"97,863"
Pre Seed Round - Etvas,https://www.crunchbase.com/funding_round/etvas-pre-seed--45a6825d,Etvas,https://www.crunchbase.com/organization/etvas,Pre-Seed,"Hamburg, Hamburg, Germany, Europe",50000,EUR,56238,2020-07-05,Seed,,,,Yes,Etvas is a digital marketplace for value-added services.,"Banking, FinTech, Insurance, InsurTech, Marketplace, Mobile, SaaS, Software, Trading Platform, Travel",,https://www.etvas.com/en-us/homepage,$1M to $10M,2150000,EUR,2408110,M&A,4,,1,1,Svietlana Bauer,"348,263"
Seed Round - Etvas,https://www.crunchbase.com/funding_round/etvas-seed--73a5cacd,Etvas,https://www.crunchbase.com/organization/etvas,Seed,"Hamburg, Hamburg, Germany, Europe",1000000,EUR,1025677,2022-07-05,Seed,,,,Yes,Etvas is a digital marketplace for value-added services.,"Banking, FinTech, Insurance, InsurTech, Marketplace, Mobile, SaaS, Software, Trading Platform, Travel",,https://www.etvas.com/en-us/homepage,$1M to $10M,2150000,EUR,2408110,M&A,4,ff Venture Capital,2,,"ff Venture Capital, Neosfer","540,969"
Pre Seed Round - Etvas,https://www.crunchbase.com/funding_round/etvas-pre-seed--46076a97,Etvas,https://www.crunchbase.com/organization/etvas,Pre-Seed,"Hamburg, Hamburg, Germany, Europe",100000,EUR,111093,2020-01-09,Seed,,,,Yes,Etvas is a digital marketplace for value-added services.,"Banking, FinTech, Insurance, InsurTech, Marketplace, Mobile, SaaS, Software, Trading Platform, Travel",,https://www.etvas.com/en-us/homepage,$1M to $10M,2150000,EUR,2408110,M&A,4,,1,,NCA,"543,151"
Seed Round - Etvas,https://www.crunchbase.com/funding_round/etvas-seed--d797e9f0,Etvas,https://www.crunchbase.com/organization/etvas,Seed,"Hamburg, Hamburg, Germany, Europe",1000000,EUR,1215102,2021-02-23,Seed,3000000,EUR,3645307,Yes,Etvas is a digital marketplace for value-added services.,"Banking, FinTech, Insurance, InsurTech, Marketplace, Mobile, SaaS, Software, Trading Platform, Travel",,https://www.etvas.com/en-us/homepage,$1M to $10M,2150000,EUR,2408110,M&A,4,HTGF | High-Tech Gruenderfonds,4,,"Die Sparkasse Bremen, HTGF | High-Tech Gruenderfonds, Neosfer, Plug and Play","564,529"
Venture Round - European Dental Group,https://www.crunchbase.com/funding_round/european-dental-group-series-unknown--a6365ad9,European Dental Group,https://www.crunchbase.com/organization/european-dental-group,Venture - Series Unknown,"Hamburg, Hamburg, Germany, Europe",,,,2018-01-01,,,,,Yes,"European Dental Group is an oral care organization that offers dental care, orthodontic care, and dental laboratory services.","Dental, Health Care, Medical",,https://www.edg-deutschland.de/,$1M to $10M,,,,,1,,1,,Nordic Capital,"443,804"
Seed Round - Event,https://www.crunchbase.com/funding_round/event-inc-seed--d3f2ae61,Event,https://www.crunchbase.com/organization/event-inc,Seed,"Hamburg, Hamburg, Germany, Europe",,,,2018-10-25,Seed,,,,Yes,Event is a meetings and events plattform.,"Event Management, Hospitality, Internet, Marketplace, Meeting Software, Procurement",,http://www.eventinc.de,$10M to $50M,,,,Seed,2,,,,,"110,190"
Seed Round - Event,https://www.crunchbase.com/funding_round/event-inc-seed--dbbe8e56,Event,https://www.crunchbase.com/organization/event-inc,Seed,"Hamburg, Hamburg, Germany, Europe",,,,2021-07-08,Seed,,,,Yes,Event is a meetings and events plattform.,"Event Management, Hospitality, Internet, Marketplace, Meeting Software, Procurement",,http://www.eventinc.de,$10M to $50M,,,,Seed,2,,,,,"240,851"
Series A - Evernest,https://www.crunchbase.com/funding_round/evernest-series-a--e9460223,Evernest,https://www.crunchbase.com/organization/evernest,Series A,"Hamburg, Hamburg, Germany, Europe",13000000,EUR,14775800,2022-01-11,Early Stage Venture,,,,Yes,Evernest is a real estate management company that specializes in the sale of properties in desirable areas.,"PropTech, Real Estate, Real Estate Investment, Residential",,http://www.evernest.com,$10M to $50M,19000000,EUR,21841689,Early Stage Venture,5,Prudence,6,1,"Apic Investments, Bonsai Partners, FJ Labs, Kibo Ventures, Project A Ventures, Prudence","136,931"
Series A - Evernest,https://www.crunchbase.com/funding_round/evernest-series-a--f834d1fc,Evernest,https://www.crunchbase.com/organization/evernest,Series A,"Hamburg, Hamburg, Germany, Europe",,,,2024-08-14,Early Stage Venture,,,,Yes,Evernest is a real estate management company that specializes in the sale of properties in desirable areas.,"PropTech, Real Estate, Real Estate Investment, Residential",,http://www.evernest.com,$10M to $50M,19000000,EUR,21841689,Early Stage Venture,5,,1,,FJ Labs,"181,968"
Convertible Note - Evernest,https://www.crunchbase.com/funding_round/evernest-convertible-note--142e81c9,Evernest,https://www.crunchbase.com/organization/evernest,Convertible Note,"Hamburg, Hamburg, Germany, Europe",,,,2023-04-19,,,,,No,Evernest is a real estate management company that specializes in the sale of properties in desirable areas.,"PropTech, Real Estate, Real Estate Investment, Residential",,http://www.evernest.com,$10M to $50M,19000000,EUR,21841689,Early Stage Venture,5,,1,,FJ Labs,"312,224"
Pre Seed Round - Evernest,https://www.crunchbase.com/funding_round/evernest-pre-seed--1ffa9bbe,Evernest,https://www.crunchbase.com/organization/evernest,Pre-Seed,"Hamburg, Hamburg, Germany, Europe",,,,2020-05-01,Seed,,,,Yes,Evernest is a real estate management company that specializes in the sale of properties in desirable areas.,"PropTech, Real Estate, Real Estate Investment, Residential",,http://www.evernest.com,$10M to $50M,19000000,EUR,21841689,Early Stage Venture,5,Project A Ventures,2,,"Matthias Hilpert, Project A Ventures","448,082"
Seed Round - Evernest,https://www.crunchbase.com/funding_round/evernest-seed--2b51f072,Evernest,https://www.crunchbase.com/organization/evernest,Seed,"Hamburg, Hamburg, Germany, Europe",6000000,EUR,7065889,2021-03-25,Seed,,,,Yes,Evernest is a real estate management company that specializes in the sale of properties in desirable areas.,"PropTech, Real Estate, Real Estate Investment, Residential",,http://www.evernest.com,$10M to $50M,19000000,EUR,21841689,Early Stage Venture,5,"Apic Investments, Project A Ventures",5,,"Apic Investments, Christian Gaiser, FJ Labs, Jan-Eric Peters, Project A Ventures","524,548"
Angel Round - EveryDapp,https://www.crunchbase.com/funding_round/everydapp-angel--8b218d3c,EveryDapp,https://www.crunchbase.com/organization/everydapp,Angel,"Hamburg, Hamburg, Germany, Europe",,,,2018-05-01,Seed,,,,Yes,Community curated decentralized applications.,"Communities, Internet, Social Media, Software",,https://everydapp.com,,,,,Seed,1,,,,,"317,768"
Seed Round - Evitado Technologies,https://www.crunchbase.com/funding_round/evitado-technologies-seed--80a2b881,Evitado Technologies,https://www.crunchbase.com/organization/evitado-technologies,Seed,"Hamburg, Hamburg, Germany, Europe",,,,2024-04-02,Seed,,,,Yes,Evitado Technologies focuses on automating airport operations by building an automation platform.,"Air Transportation, Robotics, Software",,https://evitado.io/,$1M to $10M,,,,Seed,3,Plug and Play,1,,Plug and Play,"40,609"
Seed Round - Evitado Technologies,https://www.crunchbase.com/funding_round/evitado-technologies-seed--b4cf5a4b,Evitado Technologies,https://www.crunchbase.com/organization/evitado-technologies,Seed,"Hamburg, Hamburg, Germany, Europe",,,,2022-06-26,Seed,,,,Yes,Evitado Technologies focuses on automating airport operations by building an automation platform.,"Air Transportation, Robotics, Software",,https://evitado.io/,$1M to $10M,,,,Seed,3,,1,,Nidobirds Ventures,"221,889"
Pre Seed Round - Evitado Technologies,https://www.crunchbase.com/funding_round/evitado-technologies-pre-seed--0047fa30,Evitado Technologies,https://www.crunchbase.com/organization/evitado-technologies,Pre-Seed,"Hamburg, Hamburg, Germany, Europe",,,,2022-02-12,Seed,,,,Yes,Evitado Technologies focuses on automating airport operations by building an automation platform.,"Air Transportation, Robotics, Software",,https://evitado.io/,$1M to $10M,,,,Seed,3,,1,,Starburst Accelerator,"677,878"
Grant - Evotec,https://www.crunchbase.com/funding_round/evotec-inc-grant--164dd14c,Evotec,https://www.crunchbase.com/organization/evotec-inc,Grant,"Hamburg, Hamburg, Germany, Europe",2910000,USD,2910000,2020-08-11,,,,,No,Evotec is a pharmaceutical and life science company that provides drug discovery and gene therapy solutions.,"Biotechnology, Health Care, Pharmaceutical, Therapeutics",,http://evotec.com,$500M to $1B,744236691,USD,744236691,IPO,14,CARB-X,1,,CARB-X,"235,882"
Grant - Evotec,https://www.crunchbase.com/funding_round/evotec-inc-grant--f81c9c5d,Evotec,https://www.crunchbase.com/organization/evotec-inc,Grant,"Hamburg, Hamburg, Germany, Europe",7500000,EUR,8476501,2022-01-03,,,,,No,Evotec is a pharmaceutical and life science company that provides drug discovery and gene therapy solutions.,"Biotechnology, Health Care, Pharmaceutical, Therapeutics",,http://evotec.com,$500M to $1B,744236691,USD,744236691,IPO,14,German Federal Ministry of Education and Research,1,,German Federal Ministry of Education and Research,"278,885"
Grant - Evotec,https://www.crunchbase.com/funding_round/evotec-inc-grant--8bf6c291,Evotec,https://www.crunchbase.com/organization/evotec-inc,Grant,"Hamburg, Hamburg, Germany, Europe",1700000,USD,1700000,2023-06-02,,,,,No,Evotec is a pharmaceutical and life science company that provides drug discovery and gene therapy solutions.,"Biotechnology, Health Care, Pharmaceutical, Therapeutics",,http://evotec.com,$500M to $1B,744236691,USD,744236691,IPO,14,Open Philanthropy,1,,Open Philanthropy,"488,109"
Post-IPO Debt - Evotec,https://www.crunchbase.com/funding_round/evotec-inc-post-ipo-debt--c2efd8c6,Evotec,https://www.crunchbase.com/organization/evotec-inc,Post-IPO Debt,"Hamburg, Hamburg, Germany, Europe",75000000,EUR,90277477,2017-09-08,,,,,No,Evotec is a pharmaceutical and life science company that provides drug discovery and gene therapy solutions.,"Biotechnology, Health Care, Pharmaceutical, Therapeutics",,http://evotec.com,$500M to $1B,744236691,USD,744236691,IPO,14,European Investment Bank,1,1,European Investment Bank,"365,938"
