Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,Investor Names,CB Rank (Funding Round)
Seed Round - 21strategies,https://www.crunchbase.com/funding_round/21strategies-seed--dba5323a,21strategies,https://www.crunchbase.com/organization/21strategies,Seed,"Munich, Bayern, Germany, Europe",1875000,EUR,1992032,2022-12-13,Seed,,,,Yes,21strategies leverages deep technology and Enterprise AI to transform how organizations make decisions under uncertainty.,"Artificial Intelligence (AI), Finance, Financial Exchanges, Financial Services, FinTech, Government, Homeland Security, Machine Learning, National Security, SaaS",,https://www.21strategies.com,$1M to $10M,3375000,EUR,3621857,Seed,3,,,,,"17,789"
Seed Round - 21strategies,https://www.crunchbase.com/funding_round/21strategies-seed--421fd9f1,21strategies,https://www.crunchbase.com/organization/21strategies,Seed,"Munich, Bayern, Germany, Europe",1500000,EUR,1629825,2020-04-20,Seed,4500000,EUR,4889476,Yes,21strategies leverages deep technology and Enterprise AI to transform how organizations make decisions under uncertainty.,"Artificial Intelligence (AI), Finance, Financial Exchanges, Financial Services, FinTech, Government, Homeland Security, Machine Learning, National Security, SaaS",,https://www.21strategies.com,$1M to $10M,3375000,EUR,3621857,Seed,3,Neosfer,1,,Neosfer,"253,611"
Seed Round - 2trde,https://www.crunchbase.com/funding_round/2trde-seed--48fad0cf,2trde,https://www.crunchbase.com/organization/2trde,Seed,"Munich, Bayern, Germany, Europe",,,,2020-05-06,Seed,,,,Yes,2trde develops a software solution designed for B2B car trade and mobility providers.,"Automotive, Software",,https://www.2trde.com,$1M to $10M,7000000,EUR,7751500,Seed,2,Maniv Mobility,2,1,"Maniv Mobility, Plug and Play","116,495"
Seed Round - 2trde,https://www.crunchbase.com/funding_round/2trde-seed--3b68f886,2trde,https://www.crunchbase.com/organization/2trde,Seed,"Munich, Bayern, Germany, Europe",7000000,EUR,7751500,2022-03-09,Seed,,,,Yes,2trde develops a software solution designed for B2B car trade and mobility providers.,"Automotive, Software",,https://www.2trde.com,$1M to $10M,7000000,EUR,7751500,Seed,2,"Adevinta Ventures, Aster",3,3,"Adevinta Ventures, Aster, Maniv Mobility","289,222"
Seed Round - 36ZERO Vision,https://www.crunchbase.com/funding_round/fotonow-ba2b-seed--b2cbcc9d,36ZERO Vision,https://www.crunchbase.com/organization/fotonow-ba2b,Seed,"Munich, Bayern, Germany, Europe",,,,2020-04-02,Seed,,,,Yes,36ZEROVision is an AI-powered visual inspection system(SaaS) to identify and solve a wide range of manufacturing quality issues.,"Artificial Intelligence (AI), Computer Vision, Industrial Automation, Machine Learning, Manufacturing",,https://36zerovision.com/,$1M to $10M,3000000,USD,3000000,Seed,2,,1,,Alchemist Accelerator,"126,725"
Seed Round - 36ZERO Vision,https://www.crunchbase.com/funding_round/fotonow-ba2b-seed--7523ec35,36ZERO Vision,https://www.crunchbase.com/organization/fotonow-ba2b,Seed,"Munich, Bayern, Germany, Europe",3000000,USD,3000000,2021-09-13,Seed,,,,Yes,36ZEROVision is an AI-powered visual inspection system(SaaS) to identify and solve a wide range of manufacturing quality issues.,"Artificial Intelligence (AI), Computer Vision, Industrial Automation, Machine Learning, Manufacturing",,https://36zerovision.com/,$1M to $10M,3000000,USD,3000000,Seed,2,Join Capital,1,,Join Capital,"338,641"
Seed Round - 3Bears Foods,https://www.crunchbase.com/funding_round/3bears-foods-seed--6cbb7866,3Bears Foods,https://www.crunchbase.com/organization/3bears-foods,Seed,"Munich, Bayern, Germany, Europe",,,,2017-06-01,Seed,,,,Yes,3Bears Foods enable a balanced and delicious breakfast for everyone.,Food and Beverage,,https://3bears.de/,,,,,Seed,1,Freigeist Capital,1,,Freigeist Capital,"398,803"
Grant - 4.screen,https://www.crunchbase.com/funding_round/4-screen-grant--e1e03935,4.screen,https://www.crunchbase.com/organization/4-screen,Grant,"Munich, Bayern, Germany, Europe",100000,USD,100000,2023-05-22,,,,,No,"4.screen is a digital platform designed to connect, interact, and engage with drivers.","Advertising Platforms, Automotive, Digital Marketing, Software",,https://www.4screen.com,$1B to $10B,23111429,USD,23111429,Early Stage Venture,2,Zurich Insurance Group,1,2,Zurich Insurance Group,"93,235"
Series A - 4.screen,https://www.crunchbase.com/funding_round/4-screen-series-a--cffe2214,4.screen,https://www.crunchbase.com/organization/4-screen,Series A,"Munich, Bayern, Germany, Europe",21000000,EUR,23011429,2023-04-04,Early Stage Venture,,,,Yes,"4.screen is a digital platform designed to connect, interact, and engage with drivers.","Advertising Platforms, Automotive, Digital Marketing, Software",,https://www.4screen.com,$1B to $10B,23111429,USD,23111429,Early Stage Venture,2,"Continental, S4S Ventures",7,3,"BayBG Venture Capital, Bram Schot, Continental, FRIBA Investment, Matthias Müller, S4S Ventures, Summiteer","451,108"
Seed Round - 42 Watt,https://www.crunchbase.com/funding_round/42-watt-seed--291b5e06,42 Watt,https://www.crunchbase.com/organization/42-watt,Seed,"Munich, Bayern, Germany, Europe",,,,2023-09-25,Seed,,,,Yes,42 Watt is an energy conservation consultancy that assist with energetic property renovation.,"Energy Efficiency, Energy Management, Environmental Consulting",,https://www.42watt.de/,,,,,Seed,4,Contrarian Ventures,5,1,"BonVenture, Christoph Behn, Contrarian Ventures, Felix Jahn, PT1","270,529"
Pre Seed Round - 42 Watt,https://www.crunchbase.com/funding_round/42-watt-pre-seed--a1881213,42 Watt,https://www.crunchbase.com/organization/42-watt,Pre-Seed,"Munich, Bayern, Germany, Europe",,,,2022-10-31,Seed,,,,Yes,42 Watt is an energy conservation consultancy that assist with energetic property renovation.,"Energy Efficiency, Energy Management, Environmental Consulting",,https://www.42watt.de/,,,,,Seed,4,,3,,"Aljoscha Kaplan, Kristofer Fichtner, Niko Waesche","387,894"
Pre Seed Round - 42 Watt,https://www.crunchbase.com/funding_round/42-watt-pre-seed--f61ae3a3,42 Watt,https://www.crunchbase.com/organization/42-watt,Pre-Seed,"Munich, Bayern, Germany, Europe",,,,2022-12-21,Seed,,,,Yes,42 Watt is an energy conservation consultancy that assist with energetic property renovation.,"Energy Efficiency, Energy Management, Environmental Consulting",,https://www.42watt.de/,,,,,Seed,4,,5,,"better ventures, BonVenture, Felix Jahn, Kristofer Fichtner, PT1","517,695"
Venture Round - 4hundred,https://www.crunchbase.com/funding_round/4hundred-series-unknown--53e95fee,4hundred,https://www.crunchbase.com/organization/4hundred,Venture - Series Unknown,"Munich, Bayern, Germany, Europe",,,,2020-01-01,,,,,Yes,German Renewable Energy Retailer,,,https://www.4hundred.com,,,,,M&A,1,,1,,Veridian Ventures,"221,955"
Seed Round - AATec Medical,https://www.crunchbase.com/funding_round/aatec-medical-seed--b920dec6,AATec Medical,https://www.crunchbase.com/organization/aatec-medical,Seed,"Munich, Bayern, Germany, Europe",2700000,USD,2700000,2023-07-17,Seed,,,,Yes,"AATec Medical treats inflammatory illnesses, viral infections, and uncommon diseases with recombinant alpha-1 antitrypsin (AAT).","Biotechnology, Health Care, Medical",,https://aatec-medical.com,,2700000,USD,2700000,Seed,1,,,,,"116,834"
Seed Round - abaut,https://www.crunchbase.com/funding_round/abaut-seed--ed6cb240,abaut,https://www.crunchbase.com/organization/abaut,Seed,"Munich, Bayern, Germany, Europe",,,,2020-03-20,Seed,,,,Yes,abaut builds a SaaS that enables businesses along the construction value chain to make better decisions and maximize their efficiency.,"Analytics, Artificial Intelligence (AI), Construction, Data Mining, Infrastructure, Internet of Things, Mining, SaaS, Software",,https://abaut.de,Less than $1M,,,,Seed,1,,,,,"93,724"
Venture Round - aconso AG,https://www.crunchbase.com/funding_round/aconso-ag-series-unknown--8cdc9ad8,aconso AG,https://www.crunchbase.com/organization/aconso-ag,Venture - Series Unknown,"Munich, Bayern, Germany, Europe",,,,2023-09-27,,,,,Yes,"aconso AG, located in Germany offers software solutions for all documents based processes in the field of HR","Human Resources, Information Technology, Software",,https://www.aconso.com/en,$1M to $10M,,,,,1,Keensight Capital,1,1,Keensight Capital,"114,195"
Seed Round - Actyx,https://www.crunchbase.com/funding_round/actyx-seed--1a713980,Actyx,https://www.crunchbase.com/organization/actyx,Seed,"Munich, Bayern, Germany, Europe",,,,2017-01-01,Seed,,,,Yes,Actyx is a Munich-based Industry company that maximizes production performance though digital industry solutions.,"Information Technology, Software",,https://www.actyx.com,Less than $1M,,,,,3,SquareOne Venture Capital,1,,SquareOne Venture Capital,"85,694"
Venture Round - Actyx,https://www.crunchbase.com/funding_round/actyx-series-unknown--9b749112,Actyx,https://www.crunchbase.com/organization/actyx,Venture - Series Unknown,"Munich, Bayern, Germany, Europe",,,,2021-03-02,,,,,Yes,Actyx is a Munich-based Industry company that maximizes production performance though digital industry solutions.,"Information Technology, Software",,https://www.actyx.com,Less than $1M,,,,,3,,4,,"Karl Haeusgen, Kulpreet Singh, Markus Lorenz, Mirko Novakovic","578,954"
Venture Round - Actyx,https://www.crunchbase.com/funding_round/actyx-series-unknown--52a5b5b9,Actyx,https://www.crunchbase.com/organization/actyx,Venture - Series Unknown,"Munich, Bayern, Germany, Europe",,,,2019-08-01,,,,,Yes,Actyx is a Munich-based Industry company that maximizes production performance though digital industry solutions.,"Information Technology, Software",,https://www.actyx.com,Less than $1M,,,,,3,,2,,"SquareOne Venture Capital, System.One","650,978"
Grant - AdjuCor,https://www.crunchbase.com/funding_round/adjucor-grant--6444bb1b,AdjuCor,https://www.crunchbase.com/organization/adjucor,Grant,"Munich, Bayern, Germany, Europe",2500000,EUR,2701389,2023-02-03,,,,,No,Medtech company commercializing a revolutionary cardiac assist device: biventricular and without blood-contact,"Health Care, Medical, Medical Device",,https://www.adjucor.com/,$1M to $10M,33755000,EUR,39492014,Early Stage Venture,4,,1,,European Innovation Council and SMEs Executive Agency,"73,549"
Series B - AdjuCor,https://www.crunchbase.com/funding_round/adjucor-series-b--41f33331,AdjuCor,https://www.crunchbase.com/organization/adjucor,Series B,"Munich, Bayern, Germany, Europe",23035000,EUR,27686930,2021-04-30,Early Stage Venture,,,,Yes,Medtech company commercializing a revolutionary cardiac assist device: biventricular and without blood-contact,"Health Care, Medical, Medical Device",,https://www.adjucor.com/,$1M to $10M,33755000,EUR,39492014,Early Stage Venture,4,,,,,"215,728"
Venture Round - advanceCOR,https://www.crunchbase.com/funding_round/advancecor-series-unknown--b92fcbfa,advanceCOR,https://www.crunchbase.com/organization/advancecor,Venture - Series Unknown,"Munich, Bayern, Germany, Europe",6000000,EUR,7073870,2018-05-21,,,,,Yes,advanceCOR is a clinical drug developing company that focuses on therapeutics and diagnostics for heart and vascular diseases.,Biotechnology,,http://www.advancecor.de/,Less than $1M,6000000,EUR,7073870,,1,MIG Capital,5,,"Bayern Kapital, HTGF | High-Tech Gruenderfonds, KfW, MIG Capital, OCCIDENT","298,359"
Grant - ADVITOS,https://www.crunchbase.com/funding_round/advitos-grant--88a93ceb,ADVITOS,https://www.crunchbase.com/organization/advitos,Grant,"Munich, Bayern, Germany, Europe",951946,EUR,1024532,2020-03-20,,,,,No,ADVITOS developed the CE-marked and globally patented ADVOS technology.,"Medical, Medical Device, Therapeutics",,https://www.advitos.com/,,20951946,EUR,25370034,,2,European Innovation Council,1,,European Innovation Council,"169,814"
Venture Round - ADVITOS,https://www.crunchbase.com/funding_round/advitos-series-unknown--156cbc91,ADVITOS,https://www.crunchbase.com/organization/advitos,Venture - Series Unknown,"Munich, Bayern, Germany, Europe",20000000,EUR,24345502,2021-06-10,,,,,Yes,ADVITOS developed the CE-marked and globally patented ADVOS technology.,"Medical, Medical Device, Therapeutics",,https://www.advitos.com/,,20951946,EUR,25370034,,2,Crédit Mutuel Innovation,2,2,"Crédit Mutuel Innovation, European Innovation Council","488,743"
Series A - Agrando,https://www.crunchbase.com/funding_round/agrando-series-a--72c3eff1,Agrando,https://www.crunchbase.com/organization/agrando,Series A,"Munich, Bayern, Germany, Europe",12000000,EUR,14238591,2021-07-05,Early Stage Venture,,,,Yes,Agrando is an agricultural B2B distribution platform.,"Agriculture, AgTech, B2B, Procurement",,https://www.agrando.com,,12000000,EUR,14238591,Early Stage Venture,3,Yabeo,5,2,"Investbridge AgriTech, JLR Star, June Fund, Sony Innovation Fund, Yabeo","156,542"
Pre Seed Round - Agrando,https://www.crunchbase.com/funding_round/agrando-pre-seed--06ac4eca,Agrando,https://www.crunchbase.com/organization/agrando,Pre-Seed,"Munich, Bayern, Germany, Europe",,,,2018-04-30,Seed,,,,Yes,Agrando is an agricultural B2B distribution platform.,"Agriculture, AgTech, B2B, Procurement",,https://www.agrando.com,,12000000,EUR,14238591,Early Stage Venture,3,,1,,CIMEDO,"269,125"
Seed Round - Agrando,https://www.crunchbase.com/funding_round/agrando-seed--02118018,Agrando,https://www.crunchbase.com/organization/agrando,Seed,"Munich, Bayern, Germany, Europe",,,,2020-02-12,Seed,,,,Yes,Agrando is an agricultural B2B distribution platform.,"Agriculture, AgTech, B2B, Procurement",,https://www.agrando.com,,12000000,EUR,14238591,Early Stage Venture,3,June Fund,3,,"Baltic Ventures, JLR Star, June Fund","328,210"
Series A - Agrilution,https://www.crunchbase.com/funding_round/agrilution-series-a--45c2ae7f,Agrilution,https://www.crunchbase.com/organization/agrilution,Series A,"Munich, Bayern, Germany, Europe",3750000,EUR,4099875,2017-05-12,Early Stage Venture,,,,Yes,"Agrilution's vertical farming system helps consumers to grow fresh, healthy food in their home and improve personal nutrition.","Agriculture, AgTech, Farming, Internet of Things, Personal Health, Smart Home",,http://www.agrilution.de,$1M to $10M,4498000,EUR,4930629,M&A,3,TEV Ventures,2,,"Fluxunit - Osram Ventures, TEV Ventures","276,818"
Seed Round - AI Bots as a Service - a Conversational AI engine by AI BaaS,https://www.crunchbase.com/funding_round/bots-as-a-service-seed--d1696f65,AI Bots as a Service - a Conversational AI engine by AI BaaS,https://www.crunchbase.com/organization/bots-as-a-service,Seed,"Munich, Bayern, Germany, Europe",,,,2019-11-01,Seed,,,,Yes,A world-leading Conversational AI engine. Voice assistants powered by AI BaaS.,"Artificial Intelligence (AI), Digital Entertainment, E-Commerce, Machine Learning, Natural Language Processing, Outdoor Advertising, SaaS, Speech Recognition, UX Design, Virtual Assistant",,https://ai-bots-as-a-service.business.site,,,,,Seed,2,,,,,"154,797"
Pre Seed Round - AI Bots as a Service - a Conversational AI engine by AI BaaS,https://www.crunchbase.com/funding_round/bots-as-a-service-pre-seed--58d4719a,AI Bots as a Service - a Conversational AI engine by AI BaaS,https://www.crunchbase.com/organization/bots-as-a-service,Pre-Seed,"Munich, Bayern, Germany, Europe",,,,2019-05-01,Seed,,,,Yes,A world-leading Conversational AI engine. Voice assistants powered by AI BaaS.,"Artificial Intelligence (AI), Digital Entertainment, E-Commerce, Machine Learning, Natural Language Processing, Outdoor Advertising, SaaS, Speech Recognition, UX Design, Virtual Assistant",,https://ai-bots-as-a-service.business.site,,,,,Seed,2,,,,,"529,814"
Grant - Aigrar,https://www.crunchbase.com/funding_round/aigrar-grant--3500cacf,Aigrar,https://www.crunchbase.com/organization/aigrar,Grant,"Munich, Bayern, Germany, Europe",103000,USD,103000,2022-10-01,,,,,No,Your AI-powered digital agronomist,"AgTech, Information Services, Technical Support",,https://aigrar.com/,,103000,USD,103000,,1,,1,,Bavarian Ministry of Economics / Bayerisches Wirtschaftsministerium,"128,472"
Series A - Aily Labs,https://www.crunchbase.com/funding_round/aily-labs-series-a--74dab005,Aily Labs,https://www.crunchbase.com/organization/aily-labs,Series A,"Munich, Bayern, Germany, Europe",19000000,EUR,20518159,2023-08-24,Early Stage Venture,,,,Yes,We empower business with AI.,"Artificial Intelligence (AI), Information Technology, Software",,https://ailylabs.com,$1M to $10M,19000000,EUR,20518159,Early Stage Venture,1,Insight Partners,1,1,Insight Partners,"140,194"
Series A - air up,https://www.crunchbase.com/funding_round/air-up-series-a--7bed06e7,air up,https://www.crunchbase.com/organization/air-up,Series A,"Munich, Bayern, Germany, Europe",18000000,EUR,21178339,2020-10-07,Early Stage Venture,,,,Yes,air up is a provider of drinking bottle system that provides scent-flavored water.,"Consumer, Food and Beverage, Manufacturing, Retail",,https://shop.air-up.com,$100M to $500M,58000000,EUR,67922929,,5,,3,,"Five Seasons Ventures, Ippen Media, PepsiCo","169,808"
Seed Round - air up,https://www.crunchbase.com/funding_round/air-up-seed--c1bd6334,air up,https://www.crunchbase.com/organization/air-up,Seed,"Munich, Bayern, Germany, Europe",,,,2020-08-12,Seed,,,,Yes,air up is a provider of drinking bottle system that provides scent-flavored water.,"Consumer, Food and Beverage, Manufacturing, Retail",,https://shop.air-up.com,$100M to $500M,58000000,EUR,67922929,,5,,2,,"Ippen Media, Oyster Bay Venture Capital","302,168"
Venture Round - air up,https://www.crunchbase.com/funding_round/air-up-series-unknown--5417242b,air up,https://www.crunchbase.com/organization/air-up,Venture - Series Unknown,"Munich, Bayern, Germany, Europe",40000000,EUR,46744590,2021-09-28,,,,,Yes,air up is a provider of drinking bottle system that provides scent-flavored water.,"Consumer, Food and Beverage, Manufacturing, Retail",,https://shop.air-up.com,$100M to $500M,58000000,EUR,67922929,,5,Five Seasons Ventures,5,1,"Felix Reinshagen, Five Seasons Ventures, Ippen Media, Oyster Bay Venture Capital, PepsiCo","342,137"
Seed Round - air up,https://www.crunchbase.com/funding_round/air-up-seed--55dcfe31,air up,https://www.crunchbase.com/organization/air-up,Seed,"Munich, Bayern, Germany, Europe",,,,2019-06-26,Seed,,,,Yes,air up is a provider of drinking bottle system that provides scent-flavored water.,"Consumer, Food and Beverage, Manufacturing, Retail",,https://shop.air-up.com,$100M to $500M,58000000,EUR,67922929,,5,,1,,Felix Reinshagen,"529,801"
Seed Round - air up,https://www.crunchbase.com/funding_round/air-up-seed--fea8385b,air up,https://www.crunchbase.com/organization/air-up,Seed,"Munich, Bayern, Germany, Europe",,,,2018-07-20,Seed,,,,Yes,air up is a provider of drinking bottle system that provides scent-flavored water.,"Consumer, Food and Beverage, Manufacturing, Retail",,https://shop.air-up.com,$100M to $500M,58000000,EUR,67922929,,5,,1,,Freigeist Capital,"574,617"
Seed Round - Airgreets,https://www.crunchbase.com/funding_round/airgreets-seed--bc52e89f,Airgreets,https://www.crunchbase.com/organization/airgreets,Seed,"Munich, Bayern, Germany, Europe",1000000,EUR,1241245,2018-03-07,Seed,,,,Yes,Short-term rental made easy! Airgreets HOME: vacation rentals in holiday regions & Airgreets CITY: homesharing in cities,"Hospitality, Professional Services, Sharing Economy",,http://www.airgreets.com,$1M to $10M,1000000,EUR,1241245,M&A,3,,,,,"256,553"
Seed Round - Airgreets,https://www.crunchbase.com/funding_round/airgreets-seed--c7c5974d,Airgreets,https://www.crunchbase.com/organization/airgreets,Seed,"Munich, Bayern, Germany, Europe",,,,2019-03-08,Seed,,,,Yes,Short-term rental made easy! Airgreets HOME: vacation rentals in holiday regions & Airgreets CITY: homesharing in cities,"Hospitality, Professional Services, Sharing Economy",,http://www.airgreets.com,$1M to $10M,1000000,EUR,1241245,M&A,3,Ringier Digital Ventures,1,,Ringier Digital Ventures,"436,686"
Seed Round - Airgreets,https://www.crunchbase.com/funding_round/airgreets-seed--05481b4c,Airgreets,https://www.crunchbase.com/organization/airgreets,Seed,"Munich, Bayern, Germany, Europe",,,,2017-06-01,Seed,,,,Yes,Short-term rental made easy! Airgreets HOME: vacation rentals in holiday regions & Airgreets CITY: homesharing in cities,"Hospitality, Professional Services, Sharing Economy",,http://www.airgreets.com,$1M to $10M,1000000,EUR,1241245,M&A,3,STARTPLATZ,1,,STARTPLATZ,"644,741"
Series A - Alaiko,https://www.crunchbase.com/funding_round/alaiko-series-a--41812ee8,Alaiko,https://www.crunchbase.com/organization/alaiko,Series A,"Munich, Bayern, Germany, Europe",30000000,USD,30000000,2022-01-18,Early Stage Venture,,,,Yes,Enabling e-commerce shops via a world class logistic-as-a-service platform.,"E-Commerce, Logistics, Software",,https://www.alaiko.com,$1M to $10M,30000000,USD,30000000,M&A,1,Next47,3,,"Maximilian Bittner, Next47, Tiger Global Management","167,375"
Series A - Alasco,https://www.crunchbase.com/funding_round/alasco-series-a--92c8711b,Alasco,https://www.crunchbase.com/organization/alasco,Series A,"Munich, Bayern, Germany, Europe",7500000,EUR,8456135,2020-07-07,Early Stage Venture,,,,Yes,Alasco is a digital firm that offers financial management for company stakeholders.,"Computer, Financial Services, Software",,https://www.alasco.de,$10M to $50M,48456135,USD,48456135,Early Stage Venture,5,Global Founders Capital,5,2,"Anyon Holding, Flixfounders, Global Founders Capital, HV Capital, Picus Capital","151,033"
Series B - Alasco,https://www.crunchbase.com/funding_round/alasco-series-b--515f97bf,Alasco,https://www.crunchbase.com/organization/alasco,Series B,"Munich, Bayern, Germany, Europe",40000000,USD,40000000,2022-01-11,Early Stage Venture,,,,Yes,Alasco is a digital firm that offers financial management for company stakeholders.,"Computer, Financial Services, Software",,https://www.alasco.de,$10M to $50M,48456135,USD,48456135,Early Stage Venture,5,"Insight Partners, Lightrock",3,3,"Insight Partners, Lightrock, Picus Capital","242,237"
Seed Round - Alasco,https://www.crunchbase.com/funding_round/alasco-seed--c96450a9,Alasco,https://www.crunchbase.com/organization/alasco,Seed,"Munich, Bayern, Germany, Europe",,,,2018-10-08,Seed,,,,Yes,Alasco is a digital firm that offers financial management for company stakeholders.,"Computer, Financial Services, Software",,https://www.alasco.de,$10M to $50M,48456135,USD,48456135,Early Stage Venture,5,HV Capital,4,1,"Flixfounders, HV Capital, Max-Josef Meier, Picus Capital","261,447"
Seed Round - Alasco,https://www.crunchbase.com/funding_round/alasco-seed--7be3e144,Alasco,https://www.crunchbase.com/organization/alasco,Seed,"Munich, Bayern, Germany, Europe",,,,2019-12-19,Seed,,,,Yes,Alasco is a digital firm that offers financial management for company stakeholders.,"Computer, Financial Services, Software",,https://www.alasco.de,$10M to $50M,48456135,USD,48456135,Early Stage Venture,5,HV Capital,4,1,"Flixfounders, Hanno Renner, HV Capital, Picus Capital","645,292"
Pre Seed Round - Alasco,https://www.crunchbase.com/funding_round/alasco-pre-seed--c86e1036,Alasco,https://www.crunchbase.com/organization/alasco,Pre-Seed,"Munich, Bayern, Germany, Europe",,,,2018-07-01,Seed,,,,Yes,Alasco is a digital firm that offers financial management for company stakeholders.,"Computer, Financial Services, Software",,https://www.alasco.de,$10M to $50M,48456135,USD,48456135,Early Stage Venture,5,Picus Capital,1,1,Picus Capital,"585,530"
Venture Round - AlfaDocs,https://www.crunchbase.com/funding_round/alfadocs-series-unknown--19ce742a,AlfaDocs,https://www.crunchbase.com/organization/alfadocs,Venture - Series Unknown,"Munich, Bayern, Germany, Europe",2000000,EUR,2137700,2023-02-10,,,,,Yes,AlfaDocs is a practice management system that connects doctors and facilitates patient care.,"Dental, Health Care, Medical, SaaS, Software",,https://www.alfadocs.com/it,$1M to $10M,3600000,EUR,4069029,,2,BayBG Venture Capital,2,2,"BayBG Venture Capital, Bayern Kapital","22,435"
Seed Round - AlfaDocs,https://www.crunchbase.com/funding_round/alfadocs-seed--fa48ab49,AlfaDocs,https://www.crunchbase.com/organization/alfadocs,Seed,"Munich, Bayern, Germany, Europe",1600000,EUR,1931329,2020-12-01,Seed,,,,Yes,AlfaDocs is a practice management system that connects doctors and facilitates patient care.,"Dental, Health Care, Medical, SaaS, Software",,https://www.alfadocs.com/it,$1M to $10M,3600000,EUR,4069029,,2,SaaSgarage,2,1,"Achim Lederle, SaaSgarage","514,017"
Series A - All3DP GmbH,https://www.crunchbase.com/funding_round/all3dp-gmbh-series-a--906a44f4,All3DP GmbH,https://www.crunchbase.com/organization/all3dp-gmbh,Series A,"Munich, Bayern, Germany, Europe",2480000,EUR,2887165,2020-11-01,Early Stage Venture,12000000,EUR,13970155,Yes,Marketplace for 3D printed parts. Online publisher for 3D printing and additive manufacturing.,"3D Printing, 3D Technology, E-Commerce, Manufacturing, Marketplace",,https://all3dp.com/,$1M to $10M,5730000,EUR,6655469,,5,HTGF | High-Tech Gruenderfonds,1,,HTGF | High-Tech Gruenderfonds,"433,901"
Series A - All3DP GmbH,https://www.crunchbase.com/funding_round/all3dp-gmbh-series-a--51556f52,All3DP GmbH,https://www.crunchbase.com/organization/all3dp-gmbh,Series A,"Munich, Bayern, Germany, Europe",1150000,EUR,1342856,2018-09-18,Early Stage Venture,3150000,EUR,3678256,Yes,Marketplace for 3D printed parts. Online publisher for 3D printing and additive manufacturing.,"3D Printing, 3D Technology, E-Commerce, Manufacturing, Marketplace",,https://all3dp.com/,$1M to $10M,5730000,EUR,6655469,,5,Bayern Kapital,1,,Bayern Kapital,"296,696"
Pre Seed Round - allO,https://www.crunchbase.com/funding_round/allo-restaurant-pre-seed--ac890e52,allO,https://www.crunchbase.com/organization/allo-restaurant,Pre-Seed,"Munich, Bayern, Germany, Europe",1400000,EUR,1489425,2022-12-15,Seed,,,,Yes,allO is an all-in-one restaurant management system. Our mission is to help local restaurants thrive. We strive to democratize gastronomy.,"Food and Beverage, Payments, Point of Sale, Restaurants, Software",,https://allo.restaurant,,6489425,USD,6489425,Seed,2,Keen Venture Partners,5,2,"Chengyuan Zhai, Ernst Ludes, Keen Venture Partners, Martin Enderle, Michael Herbst","201,177"
Venture Round - Alphapet Ventures,https://www.crunchbase.com/funding_round/epetworld-series-unknown--683db87b,Alphapet Ventures,https://www.crunchbase.com/organization/epetworld,Venture - Series Unknown,"Munich, Bayern, Germany, Europe",13000000,EUR,14634745,2017-06-05,,,,,Yes,Alphapet Ventures is an online retailer and private label company based in Germany that sells pet food and supplies to pet owners.,"E-Commerce, Internet, Internet of Things, Pet",,http://www.alpha.pet,$1B to $10B,13000000,EUR,14634745,,4,,5,1,"Deutsche Handelsbank, Heliad AG, Mountain Partners, Reimann Investors, Venture Stars","528,590"
Seed Round - Alyne,https://www.crunchbase.com/funding_round/alyne-seed--6050ef14,Alyne,https://www.crunchbase.com/organization/alyne,Seed,"Munich, Bayern, Germany, Europe",,,,2017-05-09,Seed,,,,Yes,Alyne is a Munich based B2B RegTech offering organisations risk insight capabilities through a software as a service.,"Consulting, Information Technology, Risk Management, SaaS, Security, Software",,https://www.alyne.com,$1M to $10M,3509153,USD,3509153,M&A,3,Alstin Capital,1,1,Alstin Capital,"231,366"
Series A - Alyne,https://www.crunchbase.com/funding_round/alyne-series-a--4f24cfa6,Alyne,https://www.crunchbase.com/organization/alyne,Series A,"Munich, Bayern, Germany, Europe",3000000,EUR,3389153,2018-11-27,Early Stage Venture,,,,Yes,Alyne is a Munich based B2B RegTech offering organisations risk insight capabilities through a software as a service.,"Consulting, Information Technology, Risk Management, SaaS, Security, Software",,https://www.alyne.com,$1M to $10M,3509153,USD,3509153,M&A,3,Alstin Capital,2,1,"Alstin Capital, Hannover Digital Investments","381,414"
Pre Seed Round - Alyne,https://www.crunchbase.com/funding_round/alyne-pre-seed--78476cf5,Alyne,https://www.crunchbase.com/organization/alyne,Pre-Seed,"Munich, Bayern, Germany, Europe",120000,USD,120000,2017-01-27,Seed,,,,Yes,Alyne is a Munich based B2B RegTech offering organisations risk insight capabilities through a software as a service.,"Consulting, Information Technology, Risk Management, SaaS, Security, Software",,https://www.alyne.com,$1M to $10M,3509153,USD,3509153,M&A,3,Techstars,1,1,Techstars,"625,776"
