Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,Investor Names,CB Rank (Funding Round)
Venture Round - Dance,https://www.crunchbase.com/funding_round/dance-series-unknown--68cab851,Dance,https://www.crunchbase.com/organization/dance,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",12000000,EUR,12799795,2023-02-16,,,,,Yes,Dance is an e-bike subscription service where users pay a monthly fee that covers their bikes and provides an all-inclusive support package.,"Consumer, Electric Vehicle, Internet, Software, Subscription Service",,https://www.dance.co/,$1M to $10M,67500000,EUR,76451708,,8,"BlueYard Capital, Eurazeo, HV Capital",12,3,"BlueYard Capital, David Eriksson, Eurazeo, Frank Wiedemann, HV Capital, Joe Zadeh, Katharina Kurz, Kristian Rädle, Max Ciociola, Ryan Johnson, The Delta, Winthrop Square Capital","410,318"
Pre Seed Round - dao,https://www.crunchbase.com/funding_round/dao-73cc-pre-seed--826f2f75,dao,https://www.crunchbase.com/organization/dao-73cc,Pre-Seed,"Berlin, Berlin, Germany, Europe",1500000,EUR,1641510,2023-08-02,Seed,,,,Yes,We use modern technology to revolutionize residential property management,Property Management,,https://www.daoresidential.de/,,1500000,EUR,1641510,Seed,1,The Delta,5,1,"Dustin Figge, Gerald Schoenbucher, Julian Teicke, Patrick Hennig, The Delta","137,043"
Seed Round - Datarade,https://www.crunchbase.com/funding_round/datarade-seed--6006e9b6,Datarade,https://www.crunchbase.com/organization/datarade,Seed,"Berlin, Berlin, Germany, Europe",157002,USD,157002,2023-09-20,Seed,,,,Yes,Data commerce made easy.,"Analytics, B2B, Big Data, E-Commerce, Information Technology, SaaS, Software",,https://datarade.ai,Less than $1M,1434205,USD,1434205,Seed,4,Techstars,1,,Techstars,"411,554"
Seed Round - DearEmployee,https://www.crunchbase.com/funding_round/dearemployee-seed--76442653,DearEmployee,https://www.crunchbase.com/organization/dearemployee,Seed,"Berlin, Berlin, Germany, Europe",,,,2023-04-24,Seed,,,,Yes,Workplace Mental Health Platform,"Health Care, Human Resources, Information Technology, Mental Health",,https://www.dearemployee.de/,,,,,Seed,2,,4,,"Brandenburg Kapital, HTGF | High-Tech Gruenderfonds, Impact51, MBG Baden Wuerttemberg","564,048"
Pre Seed Round - deeploi,https://www.crunchbase.com/funding_round/deeploi-pre-seed--c3cdd1b7,deeploi,https://www.crunchbase.com/organization/deeploi,Pre-Seed,"Berlin, Berlin, Germany, Europe",3000000,EUR,3184088,2023-03-16,Seed,,,,Yes,"deeploi is building Europe's #1 IT Operating System, solving the daily IT struggle of employees at SMEs.","Information Technology, IT Management, SaaS, Software",,https://deeploi.io/,,9000000,EUR,9712867,Seed,2,Cherry Ventures,1,,Cherry Ventures,"223,498"
Series B - deepset,https://www.crunchbase.com/funding_round/deepset-series-b--3ec0e3af,deepset,https://www.crunchbase.com/organization/deepset,Series B,"Berlin, Berlin, Germany, Europe",27000000,EUR,29638704,2023-08-09,Early Stage Venture,,,,Yes,deepset is the company behind Haystack open-source LLM framework and deepset Cloud — an LLM platform for enterprise AI teams.,"Artificial Intelligence (AI), Generative AI, Machine Learning, Natural Language Processing, Open Source, Search Engine, Semantic Search",,https://deepset.ai,$10M to $50M,45238704,USD,45238704,Early Stage Venture,3,Balderton Capital,6,2,"Balderton Capital, Google Ventures, Harpoon, Lunar Ventures, SignalRank Corporation, System.One","42,659"
Seed Round - Degura,https://www.crunchbase.com/funding_round/degura-seed--2c607e5f,Degura,https://www.crunchbase.com/organization/degura,Seed,"Berlin, Berlin, Germany, Europe",2200000,EUR,2357416,2023-02-08,Seed,,,,Yes,Digital broker and SaaS provider for corporate pension schemes,"Financial Services, Human Resources, InsurTech, Online Portals, Small and Medium Businesses",,https://www.degura.de/en/,$1M to $10M,2200000,EUR,2357416,Seed,1,b2venture,6,1,"b2venture, David Nothacker, Gerhard Cromme, Julius Koehler, Nicolaus Schefenacker, Patrick Dahmen","30,335"
Grant - delphai,https://www.crunchbase.com/funding_round/delphai-grant--26133b26,delphai,https://www.crunchbase.com/organization/delphai,Grant,"Berlin, Berlin, Germany, Europe",900000,EUR,962773,2023-06-06,,,,,No,delphai is your premier analytics platform for actionable insights on the innovations and companies driving change across industries.,"Analytics, Artificial Intelligence (AI), Big Data, Business Intelligence, Information Technology, Machine Learning, Market Research, Software",,https://www.delphai.com/,$1M to $10M,4700000,EUR,5027814,Early Stage Venture,3,Federal Government of Germany,1,,Federal Government of Germany,"93,092"
Series A - delphai,https://www.crunchbase.com/funding_round/delphai-series-a--21c97a3d,delphai,https://www.crunchbase.com/organization/delphai,Series A,"Berlin, Berlin, Germany, Europe",3800000,EUR,4065041,2023-06-06,Early Stage Venture,,,,Yes,delphai is your premier analytics platform for actionable insights on the innovations and companies driving change across industries.,"Analytics, Artificial Intelligence (AI), Big Data, Business Intelligence, Information Technology, Machine Learning, Market Research, Software",,https://www.delphai.com/,$1M to $10M,4700000,EUR,5027814,Early Stage Venture,3,,4,2,"Airbridge Equity Partners, Hyle Capital Partners, Newion, Trafo Investment","308,999"
Angel Round - Delta Technologies,https://www.crunchbase.com/funding_round/delta-ab1e-angel--139d2b17,Delta Technologies,https://www.crunchbase.com/organization/delta-ab1e,Angel,"Berlin, Berlin, Germany, Europe",,,,2023-02-01,Seed,,,,Yes,Delta Technologies develops unified APIs to help companies build customer-facing integration faster with fewer developer resources.,"Database, Developer APIs, SaaS, Software, Web Development",,https://www.usedelta.io/,,,,,M&A,1,,,,,"639,787"
Pre Seed Round - Deltologic,https://www.crunchbase.com/funding_round/deltologic-pre-seed--fd49d9f5,Deltologic,https://www.crunchbase.com/organization/deltologic,Pre-Seed,"Berlin, Berlin, Germany, Europe",500000,USD,500000,2023-01-18,Seed,,,,Yes,Deltologic is a software development agency on a mission to take marketplace businesses to the next level through software and automation.,"Information Technology, Sales Automation, Software",,https://deltologic.com/,,500000,USD,500000,Seed,1,Anonymous  ,1,,Anonymous  ,"32,169"
Seed Round - Deta,https://www.crunchbase.com/funding_round/deta-seed--6b809569,Deta,https://www.crunchbase.com/organization/deta,Seed,"Berlin, Berlin, Germany, Europe",3600000,USD,3600000,2023-10-10,Seed,,,,Yes,Deta provides developer API and cloud storage services.,"Developer APIs, Developer Tools, Information Technology, Web Development",,https://www.deta.sh,$1M to $10M,3600000,USD,3600000,Seed,1,Crane Venture Partners,7,1,"Acequia Capital (AceCap), Angel Invest, Crane Venture Partners, NP-Hard Ventures, System.One, Tiny VC, Tomahawk.VC","89,327"
Venture Round - DiaMonTech AG,https://www.crunchbase.com/funding_round/diamontech-gmbh-series-unknown--a377d23d,DiaMonTech AG,https://www.crunchbase.com/organization/diamontech-gmbh,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",,,,2023-12-07,,,,,Yes,DiaMonTech is developing a medical device for non-invasive measurement of blood sugar values. ,"Biotechnology, Fitness, Health Care",,http://www.diamontech.de,$10M to $50M,20408518,USD,20408518,,8,Moll Family,1,,Moll Family,"534,431"
Venture Round - Digital Spine,https://www.crunchbase.com/funding_round/digital-spine-series-unknown--b8b0ea48,Digital Spine,https://www.crunchbase.com/organization/digital-spine,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",,,,2023-07-27,,,,,Yes,Smart Building IoT Solutions with PaaS and APIaaS,"Information Technology, Internet of Things, Property Management, Smart Building, Software",,https://www.digitalspine.io,$1M to $10M,,,,,3,Futury Capital,1,2,Futury Capital,"470,743"
Pre Seed Round - Diode,https://www.crunchbase.com/funding_round/diode-pre-seed--14c9d8b6,Diode,https://www.crunchbase.com/organization/diode,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2023-01-12,Seed,,,,Yes,Diode is a Web3 software company providing decentralized solutions for enterprise applications.,"Blockchain, Information Technology, Internet, Network Security, Security, Software, Web3",,https://diode.io,,,,,Seed,1,,1,,Orange DAO,"33,319"
Seed Round - Djuce,https://www.crunchbase.com/funding_round/djuce-seed--3850ec8b,Djuce,https://www.crunchbase.com/organization/djuce,Seed,"Berlin, Berlin, Germany, Europe",,,,2023-01-01,Seed,,,,Yes,Djuce is a beverage company that provides varieties of wines and spirits to the consumer.,"Brewing, Food and Beverage, Wine And Spirits",,https://djuce.com/,,,,,Seed,1,,1,,Pente Capital,"28,942"
Pre Seed Round - DLT (short for data load tool),https://www.crunchbase.com/funding_round/dlt-short-for-data-load-tool-pre-seed--8c214d91,DLT (short for data load tool),https://www.crunchbase.com/organization/dlt-short-for-data-load-tool,Pre-Seed,"Berlin, Berlin, Germany, Europe",1500000,USD,1500000,2023-07-20,Seed,,,,Yes,"DLT short for data load tool building exactly that open-source python library that it claims, is designed for this new wave of AI.","Artificial Intelligence (AI), Open Source",,https://dlthub.com,,1500000,USD,1500000,Seed,1,Dig Ventures,3,,"Dig Ventures, Ross Mason, s16vc","58,412"
Seed Round - Doctorflix,https://www.crunchbase.com/funding_round/doctorflix-seed--19f8cc53,Doctorflix,https://www.crunchbase.com/organization/doctorflix,Seed,"Berlin, Berlin, Germany, Europe",2000000,EUR,2191509,2023-06-27,Seed,,,,Yes,Re-thinking knowledge exchange & networking for doctors globally.,"Continuing Education, Education, Health Care, Information Technology, Medical",,https://doctorflix.de,,4725000,EUR,5099693,Seed,3,"Brandenburg Kapital, HTGF | High-Tech Gruenderfonds",9,,"22 Capital, Alexander Brand, Alexander Tschirnhaus, Bjorn Jopen, blueworld.group, Brandenburg Kapital, HTGF | High-Tech Gruenderfonds, Johannes Roggendorf, Prof. Dr. med. Christian Wallwiener","36,378"
Series A - doctorly,https://www.crunchbase.com/funding_round/doctorly-series-a--9eb72eba,doctorly,https://www.crunchbase.com/organization/doctorly,Series A,"Berlin, Berlin, Germany, Europe",9390000,EUR,9931474,2023-02-28,Early Stage Venture,,,,Yes,Doctorly is a health tech company that offers a cloud-based practice management platform for doctors.,"Health Care, Medical, mHealth, SaaS, Software",,http://www.doctorly.de,Less than $1M,21090000,EUR,22707007,Early Stage Venture,6,"Horizons Ventures, WELL Health Technologies",8,2,"Calm/Storm Ventures, Horizons Ventures, Plug and Play, Seedcamp, Speedinvest, The Delta, UNIQA Ventures, WELL Health Technologies","223,046"
Series A - doctorly,https://www.crunchbase.com/funding_round/doctorly-series-a--0414eab7,doctorly,https://www.crunchbase.com/organization/doctorly,Series A,"Berlin, Berlin, Germany, Europe",6700000,EUR,7146956,2023-11-09,Early Stage Venture,,,,Yes,Doctorly is a health tech company that offers a cloud-based practice management platform for doctors.,"Health Care, Medical, mHealth, SaaS, Software",,http://www.doctorly.de,Less than $1M,21090000,EUR,22707007,Early Stage Venture,6,Simon Capital,3,1,"Geschwister Oetker, Simon Capital, UNIQA Ventures","589,425"
Series A - Dryad Networks,https://www.crunchbase.com/funding_round/dryad-3351-series-a--13ecc757,Dryad Networks,https://www.crunchbase.com/organization/dryad-3351,Series A,"Berlin, Berlin, Germany, Europe",,,,2023-07-27,Early Stage Venture,,,,Yes,Dryad Networks offers early wildfire detection systems to prevent forest fires by continuously monitoring environmental conditions.,"Analytics, GreenTech, Information Technology, Internet of Things, Telecommunications",,http://www.dryad.net,$1M to $10M,25800000,EUR,27424629,,8,TELUS Pollinator Fund for Good,1,1,TELUS Pollinator Fund for Good,"457,652"
Seed Round - DUKE,https://www.crunchbase.com/funding_round/duke-seed--dd19f419,DUKE,https://www.crunchbase.com/organization/duke,Seed,"Berlin, Berlin, Germany, Europe",,,,2023-05-17,Seed,,,,Yes,The first entirely digital and seamless Car Rental Experience,"Delivery Service, Internet, Logistics, Rental, Software",,https://www.heyduke.com,,,,,Seed,2,,4,3,"APX, Bâloise Holding, Toni Kroos, Vealo Ventures","102,793"
Pre Seed Round - DUKE,https://www.crunchbase.com/funding_round/duke-pre-seed--a1dedaa3,DUKE,https://www.crunchbase.com/organization/duke,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2023-05-16,Seed,,,,Yes,The first entirely digital and seamless Car Rental Experience,"Delivery Service, Internet, Logistics, Rental, Software",,https://www.heyduke.com,,,,,Seed,2,,,,,"315,610"
Pre Seed Round - Dunbar,https://www.crunchbase.com/funding_round/dunbar-3c8f-pre-seed--97c2c085,Dunbar,https://www.crunchbase.com/organization/dunbar-3c8f,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2023-01-24,Seed,,,,Yes,Dunbar is a tech startup company.,"Career Planning, Professional Networking, Recruiting",,https://www.dunbarlabs.com,,,,,Seed,1,,1,4,Expedite Ventures,"33,260"
Pre Seed Round - eaze,https://www.crunchbase.com/funding_round/eaze-39ba-pre-seed--5e6a3ad7,eaze,https://www.crunchbase.com/organization/eaze-39ba,Pre-Seed,"Berlin, Berlin, Germany, Europe",1700000,EUR,1851247,2023-07-06,Seed,,,,Yes,eaze is a holistic digital program focused on providing solutions for sleep problems through CBT & personal coaching.,"Apps, Health Care, Mobile Apps, Software, Wellness",,https://www.eaze.de,,1700000,EUR,1851247,Seed,3,Redstone.VC,31,6,"Alexander Kihm, Anton Rummel, APX, Barmenia Next Strategies, Benjamin Bak, Cornelia Hoppe, Daniel Schulte-Hillen, David Nordhausen, Dimiter Tschawow, Dr. Claudio Kasper, Felix Speiser, HEARTFELT, Johannes Boyne, Johannes Sass, Jonas Kulessa, Marius Obiegala, Mathias Holzmann, Maximilian Heberger, Mike Mahlkow, Nico Kasper, Nils Schlieper, Paula Schüre, Philipp Man, Randolf Schürmann, Redstone.VC, Ronny Ahlswede, Royston Tay, Ryan Hood, Sofie Quidenus-Wahlforss, Susanne Doench-Pappalardo, Vincent Hoursch","90,507"
Series B - eClear,https://www.crunchbase.com/funding_round/eclear-series-b--7e92c9c7,eClear,https://www.crunchbase.com/organization/eclear,Series B,"Berlin, Berlin, Germany, Europe",2500000,EUR,2748337,2023-12-14,Early Stage Venture,157500000,EUR,173145230,Yes,"eClear uses AI for VAT and customs compliance, providing seamless cross-border solutions.","Accounting, Artificial Intelligence (AI), Financial Services, Payments, Tax Preparation",,https://eclear.com,$1M to $10M,43000000,EUR,46299748,Early Stage Venture,7,,,,,"149,890"
Series B - eClear,https://www.crunchbase.com/funding_round/eclear-series-b--2116feda,eClear,https://www.crunchbase.com/organization/eclear,Series B,"Berlin, Berlin, Germany, Europe",6500000,EUR,6969015,2023-05-28,Early Stage Venture,152000000,EUR,162967728,Yes,"eClear uses AI for VAT and customs compliance, providing seamless cross-border solutions.","Accounting, Artificial Intelligence (AI), Financial Services, Payments, Tax Preparation",,https://eclear.com,$1M to $10M,43000000,EUR,46299748,Early Stage Venture,7,,,,,"588,301"
Convertible Note - ecoLocked,https://www.crunchbase.com/funding_round/ecolocked-convertible-note--e25b7be0,ecoLocked,https://www.crunchbase.com/organization/ecolocked,Convertible Note,"Berlin, Berlin, Germany, Europe",250000,EUR,271877,2023-08-20,,,,,No,ecoLocked is turning buildings into carbon sinks by developing CO2-negative building materials.,"Advanced Materials, Building Material, Carbon Capture, CleanTech, Green Building",,https://ecolocked.com,,5950000,EUR,6285401,Seed,5,,,,,"286,424"
Series A - ecoworks,https://www.crunchbase.com/funding_round/ecoworks-series-a--a9f61a0a,ecoworks,https://www.crunchbase.com/organization/ecoworks,Series A,"Berlin, Berlin, Germany, Europe",40700095,EUR,44743030,2023-12-14,Early Stage Venture,,,,Yes,Ecoworks specializes in climate-neutral renovations and modernizations for apartment buildings.,"Construction, Industrial Engineering",,https://www.ecoworks.tech,$1B to $10B,78912880,EUR,86875785,Early Stage Venture,7,World Fund,4,4,"Haniel, Isai, KOMPAS VC, World Fund","81,939"
Series A - ecoworks,https://www.crunchbase.com/funding_round/ecoworks-series-a--1ce46cb5,ecoworks,https://www.crunchbase.com/organization/ecoworks,Series A,"Berlin, Berlin, Germany, Europe",22000000,EUR,24269167,2023-07-28,Early Stage Venture,,,,Yes,Ecoworks specializes in climate-neutral renovations and modernizations for apartment buildings.,"Construction, Industrial Engineering",,https://www.ecoworks.tech,$1B to $10B,78912880,EUR,86875785,Early Stage Venture,7,PT1,5,1,"ALP.X Group, Blackhorn Ventures, ERIC Opportunity Club, PT1, Zacua Ventures","199,879"
Seed Round - eduBITES,https://www.crunchbase.com/funding_round/edubites-seed--2be79423,eduBITES,https://www.crunchbase.com/organization/edubites,Seed,"Berlin, Berlin, Germany, Europe",2100000,EUR,2236798,2023-02-21,Seed,,,,Yes,eduBITES is an online learning platform for organization.,"Artificial Intelligence (AI), Corporate Training, E-Learning",,https://edubites.com/,,2100000,EUR,2236798,Seed,1,Redstone.VC,4,2,"IBB Ventures, Marc Drüner, Redstone.VC, Schwarzwälder Bote","31,198"
Seed Round - Elucid Social,https://www.crunchbase.com/funding_round/elucid-social-seed--ac186e04,Elucid Social,https://www.crunchbase.com/organization/elucid-social,Seed,"Berlin, Berlin, Germany, Europe",,,,2023-09-15,Seed,,,,Yes,Elucid Social integrates businesses with the social good movement through a data-driven strategy that yields measurable results.,"Health Care, Information Technology, Online Portals, Risk Management, Supply Chain Management",,https://www.elucid.social,,,,,Seed,3,,9,1,"Atreyu, Aude Ventures, elea Foundation for Ethics in Globalization, Equitable Ventures, FINCA Ventures, IBB Ventures, Imaginal Seeds, Katapult, Satrana Ventures","76,891"
Seed Round - Empion,https://www.crunchbase.com/funding_round/empion-seed--f10523f0,Empion,https://www.crunchbase.com/organization/empion,Seed,"Berlin, Berlin, Germany, Europe",6000000,EUR,6339814,2023-10-25,Seed,,,,Yes,"Empion is the first automated headhunting system matching candidates and companies based on values, skills, and personality traits.","Artificial Intelligence (AI), Human Resources",,https://empion.io,,8400000,EUR,8854641,Seed,2,Cavalry Ventures,2,2,"Cavalry Ventures, Redstone.VC","5,032"
Post-IPO Debt - Enapter,https://www.crunchbase.com/funding_round/enapter-post-ipo-debt--a5f47f10,Enapter,https://www.crunchbase.com/organization/enapter,Post-IPO Debt,"Berlin, Berlin, Germany, Europe",25000000,EUR,26671162,2023-03-01,,,,,No,Enapter makes hydrogen generators with patented Anion Exchange Membrane (AEM) technology and energy management software.,"Energy, Oil and Gas, Renewable Energy, Software",,https://www.enapter.com,$10M to $50M,132246582,USD,132246582,IPO,9,Patrimonium Asset Management,1,,Patrimonium Asset Management,"404,417"
Seed Round - enclaive,https://www.crunchbase.com/funding_round/enclaive-seed--5e870ebe,enclaive,https://www.crunchbase.com/organization/enclaive,Seed,"Berlin, Berlin, Germany, Europe",1650000,EUR,1780291,2023-06-13,Seed,,,,Yes,Making the cloud the safest place for digital businesses,"Cyber Security, Information Technology, Internet, Software",,https://enclaive.io/,,1650000,EUR,1780291,Seed,1,,4,,"Ammar Alkassar, Ben Bumgardner, F-Technologies, Norbert Pohlmann","126,959"
Pre Seed Round - Enefty Technologies,https://www.crunchbase.com/funding_round/enefty-technologies-pre-seed--dad1bf25,Enefty Technologies,https://www.crunchbase.com/organization/enefty-technologies,Pre-Seed,"Berlin, Berlin, Germany, Europe",200000,USD,200000,2023-10-21,Seed,,,,Yes,Next generation loyalty memberships for brands powered by web3,"Blockchain, Web3",,https://enefty.app/,,400000,USD,400000,Seed,2,FasterCapital,3,2,"Bashar Hamood, FasterCapital, Hesham Zreik","16,406"
Seed Round - Enote,https://www.crunchbase.com/funding_round/enote-seed--5503a610,Enote,https://www.crunchbase.com/organization/enote,Seed,"Berlin, Berlin, Germany, Europe",10000000,EUR,10598598,2023-03-02,Seed,28000000,EUR,29676075,Yes,"Enote is an innovative AI-powered digital sheet music app, described by The Guardian as “a gamechanger for musicians"".","Artificial Intelligence (AI), Mobile Apps, Music",,https://enote.com/,,20000000,EUR,22168592,Seed,5,DvH Ventures,3,2,"DvH Ventures, European Innovation Council, Rudolf Fuchs Kapitalanlagegesellschaft","664,744"
Series D - Enpal,https://www.crunchbase.com/funding_round/enpal-series-d--a1ef9962,Enpal,https://www.crunchbase.com/organization/enpal,Series D,"Berlin, Berlin, Germany, Europe",215000000,EUR,230754040,2023-01-09,Late Stage Venture,1985000000,EUR,2130450088,Yes,Enpal is a photovoltaics leasing firm that provides solar power systems for homeowners.,"Energy, Environmental Consulting, Renewable Energy, Solar",,https://www.enpal.de,$100M to $500M,3375000000,EUR,3693879999,Late Stage Venture,16,"Activate Capital Partners, The Westly Group, TPG",7,5,"Activate Capital Partners, Climb Ventures, HV Capital, Princeville Capital, SoftBank Vision Fund, The Westly Group, TPG","526,991"
Series A - Enter,https://www.crunchbase.com/funding_round/baupal-series-a--6e4dd2a5,Enter,https://www.crunchbase.com/organization/baupal,Series A,"Berlin, Berlin, Germany, Europe",13500000,EUR,14980276,2023-04-21,Early Stage Venture,,,,Yes,"Enter provides energy audits, procurement and financing, and benchmarking for European homes.","Energy, Energy Efficiency, Manufacturing, Renewable Energy, Semiconductor",,http://www.enter.de,,19400000,EUR,21026572,Early Stage Venture,2,"Coatue, Foundamental",7,3,"Coatue, Foundamental, Louis Pfitzner, noa, Partech, Philipp Andernach, Target Global","219,981"
Pre Seed Round - enuncia.AI,https://www.crunchbase.com/funding_round/enuncia-ai-pre-seed--f8d03577,enuncia.AI,https://www.crunchbase.com/organization/enuncia-ai,Pre-Seed,"Berlin, Berlin, Germany, Europe",50000,EUR,52931,2023-11-01,Seed,,,,Yes,Enuncia.AI develops a mobile application for speech impediment diagnostics and treatment.,Software,,https://enuncia.AI,,50000,EUR,52931,Seed,2,,,,,"217,964"
Seed Round - Epigenics,https://www.crunchbase.com/funding_round/epigenics-seed--61651bca,Epigenics,https://www.crunchbase.com/organization/epigenics,Seed,"Berlin, Berlin, Germany, Europe",,,,2023-03-21,Seed,,,,Yes,Epigenics supports health with the latest findings from Longevity research.,Health Care,,https://epigenics.de/,,,,,Seed,1,,2,,"Square One Foods, Vealo Ventures","29,864"
Pre Seed Round - Equintel,https://www.crunchbase.com/funding_round/equintel-pre-seed--53af5024,Equintel,https://www.crunchbase.com/organization/equintel,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2023-09-05,Seed,,,,Yes,"Equintel, which was founded in 2020 in Berlin, leverages Big Data and AI to provide ESG analyses.","Big Data, Financial Services",,http://www.equintel.de,,,,,Seed,1,Tenity,1,1,Tenity,"125,813"
Grant - Etonec,https://www.crunchbase.com/funding_round/etonec-grant--98daf46f,Etonec,https://www.crunchbase.com/organization/etonec,Grant,"Berlin, Berlin, Germany, Europe",,,,2023-05-25,,,,,No,"Etonec is a crypto-based payments solutions company that builds a global intersection of payments, banking, and digital assets.","Blockchain, Cryptocurrency, Payments",,https://www.etonec.com,Less than $1M,,,,,1,Mina,1,1,Mina,"158,982"
Pre Seed Round - Every Health,https://www.crunchbase.com/funding_round/every-health-pre-seed--85f06ab6,Every Health,https://www.crunchbase.com/organization/every-health,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2023-06-19,Seed,,,,Yes,Tech-enabled healthcare solution for the underserved LGBTQIA+ community.,Health Care,,,,,,,Seed,1,Atlantic Labs,4,,"Ali Ciger, Atlantic Labs, Gaingels, Springboard Health Angels","109,678"
Convertible Note - EWOR,https://www.crunchbase.com/funding_round/ewor-convertible-note--d1ab27db,EWOR,https://www.crunchbase.com/organization/ewor,Convertible Note,"Berlin, Berlin, Germany, Europe",,,,2023-12-27,,,,,No,"EWOR is a place where the most extraordinary people find the education, network, and capital to solve the world’s biggest problems.","Education, Training, Venture Capital",,https://ewor.com/,$1M to $10M,3200000,EUR,3479520,Seed,3,,1,,FJ Labs,"83,178"
Seed Round - EWOR,https://www.crunchbase.com/funding_round/ewor-seed--e7eae7dd,EWOR,https://www.crunchbase.com/organization/ewor,Seed,"Berlin, Berlin, Germany, Europe",3200000,EUR,3479520,2023-05-15,Seed,,,,Yes,"EWOR is a place where the most extraordinary people find the education, network, and capital to solve the world’s biggest problems.","Education, Training, Venture Capital",,https://ewor.com/,$1M to $10M,3200000,EUR,3479520,Seed,3,,7,,"David Rowan, Felix Haas, Jens Wasel, Mirjam Puetz, Paul Müller, Robert Wuttke, Xavier Sarras","597,906"
Pre Seed Round - EWOR,https://www.crunchbase.com/funding_round/ewor-pre-seed--5d691b87,EWOR,https://www.crunchbase.com/organization/ewor,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2023-02-01,Seed,,,,Yes,"EWOR is a place where the most extraordinary people find the education, network, and capital to solve the world’s biggest problems.","Education, Training, Venture Capital",,https://ewor.com/,$1M to $10M,3200000,EUR,3479520,Seed,3,,1,,Loric Ventures,"477,595"
Seed Round - Exazyme,https://www.crunchbase.com/funding_round/exazyme-seed--4ff95a4a,Exazyme,https://www.crunchbase.com/organization/exazyme,Seed,"Berlin, Berlin, Germany, Europe",2000000,EUR,2174700,2023-05-15,Seed,,,,Yes,"Exazyme allows you to optimize proteins more quickly, efficiently, and effectively.","Biotechnology, Pharmaceutical, Product Research",,https://exazyme.com,,2000000,EUR,2174700,Seed,1,,2,,"AIX Ventures, Atlantic Labs","177,136"
Pre Seed Round - Explory,https://www.crunchbase.com/funding_round/explory-8430-pre-seed--9ab21544,Explory,https://www.crunchbase.com/organization/explory-8430,Pre-Seed,"Berlin, Berlin, Germany, Europe",150000,EUR,163117,2023-08-17,Seed,,,,Yes,"Mobile App offering interactive, gamified city exploration experiences for tourists and locals.","Mobile Advertising, Mobile Apps, Tour Operator, Tourism, Travel",,https://explory.world,,150000,EUR,163117,Seed,2,Hybrid Heroes,2,,"Hybrid Heroes, Robert Steeger","179,683"
Private Equity Round - Extantia Capital,https://www.crunchbase.com/funding_round/extantia-private-equity--1249b211,Extantia Capital,https://www.crunchbase.com/organization/extantia,Private Equity,"Berlin, Berlin, Germany, Europe",10000000,EUR,10569149,2023-09-26,Private Equity,,,,Yes,"Extantia is a VC fund investing in breakthrough climate technologies, in search of the next ""Gigacorn"".",,,https://extantia.com/,,10000000,EUR,10569149,Private Equity,1,,1,1,Invest-NL,"584,555"
Pre Seed Round - Fabrikatör - Virtual Head of Operations,https://www.crunchbase.com/funding_round/fabrikatör-pre-seed--152fb756,Fabrikatör - Virtual Head of Operations,https://www.crunchbase.com/organization/fabrikatör,Pre-Seed,"Berlin, Berlin, Germany, Europe",600000,EUR,657469,2023-04-04,Seed,,,,Yes,Equipping growing DTC brands with the modern retail and supply chain technology.,"B2B, E-Commerce, Innovation Management, Manufacturing, Small and Medium Businesses, Software, Supply Chain Management",,https://fabrikator.io,,650000,EUR,713096,Seed,2,BackBone Ventures,9,,"Anton Grabovski, APX, BackBone Ventures, Christopher North, Jakob Fricke, Johannes Plehn, Julius Ruessmann, Mathias Bosse, Patrick Brienen-Lucius","569,866"
Grant - FAIR SHARE of Women Leaders,https://www.crunchbase.com/funding_round/fair-share-of-women-leaders-grant--d2620eef,FAIR SHARE of Women Leaders,https://www.crunchbase.com/organization/fair-share-of-women-leaders,Grant,"Berlin, Berlin, Germany, Europe",80000,USD,80000,2023-12-20,,,,,No,FAIR SHARE of Women Leaders initiative seeks to ignite and sustain a feminist revolution of the social impact sector.,Non Profit,,https://fairsharewl.org,,80000,USD,80000,,1,Patrick J. McGovern Foundation,1,,Patrick J. McGovern Foundation,"172,287"
Seed Round - Fanzone Media,https://www.crunchbase.com/funding_round/fanzone-media-seed--d21fae30,Fanzone Media,https://www.crunchbase.com/organization/fanzone-media,Seed,"Berlin, Berlin, Germany, Europe",75000,USD,75000,2023-02-24,Seed,,,,Yes,Fanzone Media is a fan engagement platform with digital trading cards.,"Blockchain, Cryptocurrency, Media and Entertainment, Sports",,https://www.fanzone.io,,75000,USD,75000,Seed,3,,1,,Outlier Ventures,"23,809"
