url,company_id,followers,employeeCount,employeeCountRange,employeeCountRangeMin,employeeCountRangeMax,error
https://www.linkedin.com/company/flowletics/,18487137,1529,5,2-10,2,10,
https://www.linkedin.com/company/17901001,OFFLINE,OFFLINE,OFFLINE,OFFLINE,OFFLINE,OFFLINE,
https://www.linkedin.com/company/fluxprotocol,13996927,856,29,11-50,11,50,
https://www.linkedin.com/company/flyiin,OFFLINE,OFFLINE,OFFLINE,OFFLINE,OFFLINE,OFFLINE,
https://www.linkedin.com/company/fobe-me/,20487031,544,15,2-10,2,10,
https://www.linkedin.com/company/foldairs/about/,11768236,7,0,11-50,11,50,
https://de.linkedin.com/company/foodcircle,10206907,4810,11,11-50,11,50,
https://www.linkedin.com/company/atlantic-food-labs/,10421499,33983,66,11-50,11,50,
https://www.linkedin.com/company/footprinttechnologies/,37470869,2799,8,11-50,11,50,
https://www.linkedin.com/company/foreverly-gmbh,OFFLINE,OFFLINE,OFFLINE,OFFLINE,OFFLINE,OFFLINE,
https://www.linkedin.com/company/forexfix,OFFLINE,OFFLINE,OFFLINE,OFFLINE,OFFLINE,OFFLINE,
https://www.linkedin.com/company/eat-formo,18993955,20558,127,51-200,51,200,
https://www.linkedin.com/company/fortocompany,43352617,40305,626,501-1000,501,1000,
https://www.linkedin.com/company/founderslane/,10579247,6469,9,51-200,51,200,
https://www.linkedin.com/company/trustfractal,27015862,4118,31,11-50,11,50,
https://www.linkedin.com/company/fractalprotocol/,27015862,4118,31,11-50,11,50,
https://www.linkedin.com/company/framen,27224668,6582,68,51-200,51,200,
https://www.linkedin.com/company/frameright,25027152,247,4,2-10,2,10,
https://www.linkedin.com/company/frequenz-com/,51632786,1475,60,11-50,11,50,
https://www.linkedin.com/company/freshenergy,OFFLINE,OFFLINE,OFFLINE,OFFLINE,OFFLINE,OFFLINE,
https://www.linkedin.com/company/fri-day/,17940285,5377,156,51-200,51,200,
https://www.linkedin.com/company/frogo-ad,18082448,25,1,2-10,2,10,
